Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.02.291.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;512,89;512,89;1.016,87;-503,98;1.016,87;0,00;1.016,87;-503,98;1.016,87;-503,98;0,00;0,00;-1.016,87;512,89
06.02.291.ΤΥ00;Ταμειακό Υπόλοιπο;34.500,00;72.846,07;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07
06.02.291.ΤΥ01;Ταμειακό Υπόλοιπο;34.500,00;72.846,07;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07
06.02.291.ΤΥ02;Ταμειακό Υπόλοιπο;34.500,00;72.846,07;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07
06.02.291.ΤΥ03;Ταμειακό Υπόλοιπο;34.500,00;72.846,07;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07
06.02.291.ΤΥ03.06;Ταμειακό Υπόλοιπο Τακτικού Προϋπολογισμού;34.500,00;72.846,07;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07;0,00;107.346,07;0,00;0,00;0,00;107.346,07
06.02.292;ΥΠΗΡΕΣΙΕΣ ΚΤΗΝΟΤΡΟΦΙΑΣ;66.000,00;90.412,02;156.412,02;23.493,31;132.918,71;23.493,31;0,00;23.493,31;132.918,71;23.493,31;132.918,71;0,00;0,00;-23.493,31;156.412,02
06.02.292.0000;Επιχορηγήσεις;10.000,00;10.000,00;20.000,00;21.997,00;-1.997,00;21.997,00;0,00;21.997,00;-1.997,00;21.997,00;-1.997,00;0,00;0,00;-21.997,00;20.000,00
06.02.292.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;10.000,00;10.000,00;20.000,00;21.997,00;-1.997,00;21.997,00;0,00;21.997,00;-1.997,00;21.997,00;-1.997,00;0,00;0,00;-21.997,00;20.000,00
06.02.292.0110;Επιχορηγήσεις για δαπάνες μισθοδοσίας προσωπικού;2.500,00;-2.500,00;0,00;1.997,00;-1.997,00;1.997,00;0,00;1.997,00;-1.997,00;1.997,00;-1.997,00;0,00;0,00;-1.997,00;0,00
06.02.292.0111;Επιχορηγήσεις για δαπάνες μισθοδοσίας προσωπικού;2.500,00;-2.500,00;0,00;1.997,00;-1.997,00;1.997,00;0,00;1.997,00;-1.997,00;1.997,00;-1.997,00;0,00;0,00;-1.997,00;0,00
06.02.292.0150;Επιχορήγηση  για λοιπές δαπάνες;7.500,00;12.500,00;20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;-20.000,00;20.000,00
06.02.292.0159;Επιχορήγηση  για λοιπές δαπάνες;7.500,00;12.500,00;20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;-20.000,00;20.000,00
06.02.292.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
06.02.292.1200;Έσοδα από τέλη και δικαιώματα;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
06.02.292.1250;Έσοδα Περιφερειών από Κ.Α.Π.;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
06.02.292.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
06.02.292.1252.α;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;0,00;2.000,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
06.02.292.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;734,58;734,58;1.496,31;-761,73;1.496,31;0,00;1.496,31;-761,73;1.496,31;-761,73;0,00;0,00;-1.496,31;734,58
06.02.292.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;734,58;734,58;1.496,31;-761,73;1.496,31;0,00;1.496,31;-761,73;1.496,31;-761,73;0,00;0,00;-1.496,31;734,58
06.02.292.3510;Τόκοι από καταθέσεις σε Τράπεζες (002155-84).;0,00;734,58;734,58;1.496,31;-761,73;1.496,31;0,00;1.496,31;-761,73;1.496,31;-761,73;0,00;0,00;-1.496,31;734,58
06.02.292.3511;Τόκοι από καταθέσεις σε Τράπεζες (002155-84).;0,00;734,58;734,58;1.496,31;-761,73;1.496,31;0,00;1.496,31;-761,73;1.496,31;-761,73;0,00;0,00;-1.496,31;734,58
06.02.292.Τ000;Ταμειακό Υπόλοιπο;56.000,00;77.677,44;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44
06.02.292.ΤΑ00;Ταμειακό Υπόλοιπο;56.000,00;77.677,44;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44
06.02.292.ΤΑΜ0;Ταμειακό Υπόλοιπο;56.000,00;77.677,44;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44
06.02.292.ΤΑΜΥ;Ταμειακό Υπόλοιπο;56.000,00;77.677,44;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44
06.02.292.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο Τακτικό Προυπολογισμό;56.000,00;77.677,44;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44;0,00;133.677,44;0,00;0,00;0,00;133.677,44
06.02.294;ΥΠΗΡΕΣΙΕΣ ΕΓΓΕΙΩΝ ΒΕΛΤΙΩΣΕΩΝ;7.000,00;4.537,63;11.537,63;2.524,80;9.012,83;2.524,80;0,00;2.524,80;9.012,83;2.524,80;9.012,83;0,00;0,00;-2.524,80;11.537,63
06.02.294.0000;Επιχορηγήσεις;0,00;2.440,00;2.440,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;0,00;0,00;-2.440,00;2.440,00
06.02.294.0100;Επιχορήγησεις από τον τακτικό κρατικό προϋπολογισμό;0,00;2.440,00;2.440,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;0,00;0,00;-2.440,00;2.440,00
06.02.294.0200;Επιχορηγήσεις και εισφορές από Ν.Π.Δ.Δ., Ν.Π.Ι.Δ., Οργανισμούς, Ιδρύματα και Ειδικούς Λογαριασμούς Εσωτερικού;0,00;2.440,00;2.440,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;0,00;0,00;-2.440,00;2.440,00
06.02.294.0210;Επιχορηγήσεις από Ν.Π.Δ.Δ,, Οργανισμούς ή Ειδικούς Λογαριασμούς;0,00;2.440,00;2.440,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;0,00;0,00;-2.440,00;2.440,00
06.02.294.0211;Επιχορηγήσεις από Ν.Π.Δ.Δ,, Οργανισμούς ή Ειδικούς Λογαριασμούς;0,00;2.440,00;2.440,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;2.440,00;0,00;0,00;0,00;-2.440,00;2.440,00
06.02.294.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;39,22;39,22;84,80;-45,58;84,80;0,00;84,80;-45,58;84,80;-45,58;0,00;0,00;-84,80;39,22
06.02.294.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;39,22;39,22;84,80;-45,58;84,80;0,00;84,80;-45,58;84,80;-45,58;0,00;0,00;-84,80;39,22
06.02.294.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;39,22;39,22;84,80;-45,58;84,80;0,00;84,80;-45,58;84,80;-45,58;0,00;0,00;-84,80;39,22
06.02.294.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;39,22;39,22;84,80;-45,58;84,80;0,00;84,80;-45,58;84,80;-45,58;0,00;0,00;-84,80;39,22
06.02.294.Τ000;Ταμειακό Υπόλοιπο;7.000,00;2.058,41;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41
06.02.294.ΤΑ00;Ταμειακό Υπόλοιπο;7.000,00;2.058,41;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41
06.02.294.ΤΑΜ0;Ταμειακό Υπόλοιπο;7.000,00;2.058,41;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41
06.02.294.ΤΑΜΥ;Ταμειακό Υπόλοιπο;7.000,00;2.058,41;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41
06.02.294.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο;7.000,00;2.058,41;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41;0,00;9.058,41;0,00;0,00;0,00;9.058,41
06.02.390;ΥΠΗΡΕΣΙΕΣ ΜΕΤΑΦΟΡΩΝ ΚΑΙ ΕΠΙΚΟΙΝΩΝΙΩΝ;98.165,14;193.980,29;292.145,43;136.979,53;155.165,90;136.979,53;0,00;136.979,53;155.165,90;136.979,53;155.165,90;0,00;0,00;-136.979,53;292.145,43
06.02.390.0000;ΕΠΙΧΟΡΗΓΗΣΕΙΣ ΑΠΟ ΤΟΝ ΤΑΚΤΙΚΟ ΠΡΟΥΠ/ΣΜΟ;67.880,00;168.050,00;235.930,00;133.770,00;102.160,00;133.770,00;0,00;133.770,00;102.160,00;133.770,00;102.160,00;0,00;0,00;-133.770,00;235.930,00
06.02.390.0100;Επιχορηγήση για την κάλυψη του κόστους κρατίκων και λοιπών αρμοδ.που μεταβ.στη Ν.Α.;67.880,00;168.050,00;235.930,00;133.770,00;102.160,00;133.770,00;0,00;133.770,00;102.160,00;133.770,00;102.160,00;0,00;0,00;-133.770,00;235.930,00
06.02.390.0150;Λοιπές Επιχορηγήσεις;67.880,00;168.050,00;235.930,00;133.770,00;102.160,00;133.770,00;0,00;133.770,00;102.160,00;133.770,00;102.160,00;0,00;0,00;-133.770,00;235.930,00
06.02.390.0159;Επιχορήγηση για λοιπές δαπάνες;67.880,00;168.050,00;235.930,00;133.770,00;102.160,00;133.770,00;0,00;133.770,00;102.160,00;133.770,00;102.160,00;0,00;0,00;-133.770,00;235.930,00
06.02.390.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;815,43;815,43;1.609,53;-794,10;1.609,53;0,00;1.609,53;-794,10;1.609,53;-794,10;0,00;0,00;-1.609,53;815,43
06.02.390.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;815,43;815,43;1.609,53;-794,10;1.609,53;0,00;1.609,53;-794,10;1.609,53;-794,10;0,00;0,00;-1.609,53;815,43
06.02.390.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;815,43;815,43;1.609,53;-794,10;1.609,53;0,00;1.609,53;-794,10;1.609,53;-794,10;0,00;0,00;-1.609,53;815,43
06.02.390.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;815,43;815,43;1.609,53;-794,10;1.609,53;0,00;1.609,53;-794,10;1.609,53;-794,10;0,00;0,00;-1.609,53;815,43
06.02.390.4000;Προσαυξήσεις, Πρόστιμα, ,Χρηματικές Ποινές και Παράβολα;0,00;500,00;500,00;1.600,00;-1.100,00;1.600,00;0,00;1.600,00;-1.100,00;1.600,00;-1.100,00;0,00;0,00;-1.600,00;500,00
06.02.390.4200;Πρόστιμα ,Χρηματικές ποινές και Παράβολα;0,00;500,00;500,00;1.600,00;-1.100,00;1.600,00;0,00;1.600,00;-1.100,00;1.600,00;-1.100,00;0,00;0,00;-1.600,00;500,00
06.02.390.4210;Λοιπά Πρόστιμα και Χρηματικές Ποινές;0,00;500,00;500,00;1.600,00;-1.100,00;1.600,00;0,00;1.600,00;-1.100,00;1.600,00;-1.100,00;0,00;0,00;-1.600,00;500,00
06.02.390.4219;Λοιπά Πρόστιμα και Χρηματικές Ποινές;0,00;500,00;500,00;1.600,00;-1.100,00;1.600,00;0,00;1.600,00;-1.100,00;1.600,00;-1.100,00;0,00;0,00;-1.600,00;500,00
06.02.390.Τ000;Ταμειακό Υπόλοιπο;30.285,14;24.614,86;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00
06.02.390.ΤΑ00;Ταμειακό Υπόλοιπο;30.285,14;24.614,86;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00
06.02.390.ΤΑΜ0;Ταμειακό Υπόλοιπο;30.285,14;24.614,86;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00
06.02.390.ΤΑΜΥ;Ταμειακό Υπόλοιπο;30.285,14;24.614,86;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00
06.02.390.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο  003082-72;30.285,14;24.614,86;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00;0,00;54.900,00;0,00;0,00;0,00;54.900,00
06.02.721;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ;8.308.398,84;-5.257.765,35;3.050.633,49;1.568.493,24;1.482.140,25;1.568.493,24;0,00;1.568.493,24;1.482.140,25;1.569.742,44;1.480.891,05;-1.249,20;0,00;-1.568.493,24;3.050.633,49
06.02.721.0000;Επιχορηγήσεις;0,00;100.131,26;100.131,26;97.183,26;2.948,00;97.183,26;0,00;97.183,26;2.948,00;97.183,26;2.948,00;0,00;0,00;-97.183,26;100.131,26
06.02.721.0100;Επιχορήγηση απο τον τακτικό κρατικό προυπολογισμό;0,00;100.131,26;100.131,26;97.183,26;2.948,00;97.183,26;0,00;97.183,26;2.948,00;97.183,26;2.948,00;0,00;0,00;-97.183,26;100.131,26
06.02.721.0150;Επιχορήγηση  για λοιπές δαπάνες;0,00;100.131,26;100.131,26;97.183,26;2.948,00;97.183,26;0,00;97.183,26;2.948,00;97.183,26;2.948,00;0,00;0,00;-97.183,26;100.131,26
06.02.721.0159;Επιχορήγηση  για λοιπές δαπάνες;0,00;100.131,26;100.131,26;97.183,26;2.948,00;97.183,26;0,00;97.183,26;2.948,00;97.183,26;2.948,00;0,00;0,00;-97.183,26;100.131,26
06.02.721.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;7.895.498,84;-6.142.192,64;1.753.306,20;1.398.676,14;354.630,06;1.398.676,14;0,00;1.398.676,14;354.630,06;1.398.676,14;354.630,06;0,00;0,00;-1.398.676,14;1.753.306,20
06.02.721.1200;Έσοδα από τέλη και δικαιώματα;7.895.498,84;-6.142.192,64;1.753.306,20;1.398.676,14;354.630,06;1.398.676,14;0,00;1.398.676,14;354.630,06;1.398.676,14;354.630,06;0,00;0,00;-1.398.676,14;1.753.306,20
06.02.721.1220;Έσοδα από άδειες τελών & μεταβίβασης αυτοκινήτων & οχημάτων;300.000,00;0,00;300.000,00;92.951,06;207.048,94;92.951,06;0,00;92.951,06;207.048,94;92.951,06;207.048,94;0,00;0,00;-92.951,06;300.000,00
06.02.721.1226;Έσοδα από άδειες τελών & μεταβίβασης αυτοκινήτων & οχημάτων;300.000,00;0,00;300.000,00;92.951,06;207.048,94;92.951,06;0,00;92.951,06;207.048,94;92.951,06;207.048,94;0,00;0,00;-92.951,06;300.000,00
06.02.721.1250;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;7.595.498,84;-6.142.192,64;1.453.306,20;1.305.725,08;147.581,12;1.305.725,08;0,00;1.305.725,08;147.581,12;1.305.725,08;147.581,12;0,00;0,00;-1.305.725,08;1.453.306,20
06.02.721.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;7.595.498,84;-6.142.192,64;1.453.306,20;1.305.725,08;147.581,12;1.305.725,08;0,00;1.305.725,08;147.581,12;1.305.725,08;147.581,12;0,00;0,00;-1.305.725,08;1.453.306,20
06.02.721.1252.α;Έσοδα από Κ.Α.Π. για μισθοδοσία τακτικών υπαλληλων και ΙΔΑΧ;5.885.726,84;-5.885.726,84;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.02.721.1252.β;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;1.709.772,00;-256.465,80;1.453.306,20;1.305.725,08;147.581,12;1.305.725,08;0,00;1.305.725,08;147.581,12;1.305.725,08;147.581,12;0,00;0,00;-1.305.725,08;1.453.306,20
06.02.721.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;11.965,32;11.965,32;26.617,25;-14.651,93;26.617,25;0,00;26.617,25;-14.651,93;26.617,25;-14.651,93;0,00;0,00;-26.617,25;11.965,32
06.02.721.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;11.965,32;11.965,32;26.617,25;-14.651,93;26.617,25;0,00;26.617,25;-14.651,93;26.617,25;-14.651,93;0,00;0,00;-26.617,25;11.965,32
06.02.721.3510;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;11.965,32;11.965,32;26.617,25;-14.651,93;26.617,25;0,00;26.617,25;-14.651,93;26.617,25;-14.651,93;0,00;0,00;-26.617,25;11.965,32
06.02.721.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;11.965,32;11.965,32;26.617,25;-14.651,93;26.617,25;0,00;26.617,25;-14.651,93;26.617,25;-14.651,93;0,00;0,00;-26.617,25;11.965,32
06.02.721.4000;Προσαυξήσεις ,Πρόστιμα ,Χρηματικές Ποινές και Παράβολα;212.900,00;0,00;212.900,00;38.305,43;174.594,57;38.305,43;0,00;38.305,43;174.594,57;38.305,43;174.594,57;0,00;0,00;-38.305,43;212.900,00
06.02.721.4200;Πρόστοιμα ,Χρηματικές ποινές και Παράβολα;112.900,00;0,00;112.900,00;20.884,24;92.015,76;20.884,24;0,00;20.884,24;92.015,76;20.884,24;92.015,76;0,00;0,00;-20.884,24;112.900,00
06.02.721.4210;Λοιπά Πρόστιμα και Χρηματικές Ποινές;112.900,00;0,00;112.900,00;20.884,24;92.015,76;20.884,24;0,00;20.884,24;92.015,76;20.884,24;92.015,76;0,00;0,00;-20.884,24;112.900,00
06.02.721.4219;Λοιπά Πρόστιμα και Χρηματικές Ποινές;112.900,00;0,00;112.900,00;20.884,24;92.015,76;20.884,24;0,00;20.884,24;92.015,76;20.884,24;92.015,76;0,00;0,00;-20.884,24;112.900,00
06.02.721.4229;Λοιπά Παράβολα;100.000,00;0,00;100.000,00;17.421,19;82.578,81;17.421,19;0,00;17.421,19;82.578,81;17.421,19;82.578,81;0,00;0,00;-17.421,19;100.000,00
06.02.721.5000;Λοιπά Εσοδα;0,00;103,30;103,30;153,02;-49,72;153,02;0,00;153,02;-49,72;1.402,22;-1.298,92;-1.249,20;0,00;-153,02;103,30
06.02.721.5500;Επιστροφές Χρημάτων;0,00;103,30;103,30;153,02;-49,72;153,02;0,00;153,02;-49,72;1.402,22;-1.298,92;-1.249,20;0,00;-153,02;103,30
06.02.721.5510;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.249,20;-1.249,20;-1.249,20;0,00;0,00;0,00
06.02.721.5511;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1.249,20;-1.249,20;-1.249,20;0,00;0,00;0,00
06.02.721.5520;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;103,30;103,30;153,02;-49,72;153,02;0,00;153,02;-49,72;153,02;-49,72;0,00;0,00;-153,02;103,30
06.02.721.5529;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;103,30;103,30;153,02;-49,72;153,02;0,00;153,02;-49,72;153,02;-49,72;0,00;0,00;-153,02;103,30
06.02.721.6000;Έκτακτα έσοδα;0,00;0,00;0,00;6.135,14;-6.135,14;6.135,14;0,00;6.135,14;-6.135,14;6.135,14;-6.135,14;0,00;0,00;-6.135,14;0,00
06.02.721.6600;Λοιπά έσοδα;0,00;0,00;0,00;6.135,14;-6.135,14;6.135,14;0,00;6.135,14;-6.135,14;6.135,14;-6.135,14;0,00;0,00;-6.135,14;0,00
06.02.721.6660;Διάφορα έσοδα;0,00;0,00;0,00;6.135,14;-6.135,14;6.135,14;0,00;6.135,14;-6.135,14;6.135,14;-6.135,14;0,00;0,00;-6.135,14;0,00
06.02.721.6669;Διάφορα έσοδα;0,00;0,00;0,00;6.135,14;-6.135,14;6.135,14;0,00;6.135,14;-6.135,14;6.135,14;-6.135,14;0,00;0,00;-6.135,14;0,00
06.02.721.8000;ΕΣΟΔΑ ΑΠΟ ΠΑΡΕΛΘΟΝΤΑ ΕΤΗ;0,00;0,00;0,00;1.423,00;-1.423,00;1.423,00;0,00;1.423,00;-1.423,00;1.423,00;-1.423,00;0,00;0,00;-1.423,00;0,00
06.02.721.8200;Έσοδα από τέλη & δικαιώματα;0,00;0,00;0,00;1.423,00;-1.423,00;1.423,00;0,00;1.423,00;-1.423,00;1.423,00;-1.423,00;0,00;0,00;-1.423,00;0,00
06.02.721.8220;Έσοδα από τέλη & δικαιώματα;0,00;0,00;0,00;1.423,00;-1.423,00;1.423,00;0,00;1.423,00;-1.423,00;1.423,00;-1.423,00;0,00;0,00;-1.423,00;0,00
06.02.721.8221;Έσοδα από τέλη & δικαιώματα;0,00;0,00;0,00;1.423,00;-1.423,00;1.423,00;0,00;1.423,00;-1.423,00;1.423,00;-1.423,00;0,00;0,00;-1.423,00;0,00
06.02.721.Τ000;Ταμειακό Υπόλοιπο;200.000,00;772.227,41;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41
06.02.721.ΤΑ00;Ταμειακό Υπόλοιπο;200.000,00;772.227,41;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41
06.02.721.ΤΑΜ0;Ταμειακό Υπόλοιπο;200.000,00;772.227,41;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41
06.02.721.ΤΑΜΥ;Ταμειακό Υπόλοιπο;200.000,00;772.227,41;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41;0,00;972.227,41;0,00;0,00;0,00;972.227,41
06.02.721.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο 002167-17;0,00;70.568,66;70.568,66;0,00;70.568,66;0,00;0,00;0,00;70.568,66;0,00;70.568,66;0,00;0,00;0,00;70.568,66
06.02.721.ΤΑΜΥ.02;Ταμειακό Υπόλοιπο λογ/σμού 002166-71;0,00;892.946,12;892.946,12;0,00;892.946,12;0,00;0,00;0,00;892.946,12;0,00;892.946,12;0,00;0,00;0,00;892.946,12
06.02.721.ΤΑΜΥ.03;Ταμειαό Υπόλοιπο Απασχόληση Εργασίας - Παράβολα;200.000,00;-191.287,37;8.712,63;0,00;8.712,63;0,00;0,00;0,00;8.712,63;0,00;8.712,63;0,00;0,00;0,00;8.712,63
06.02.722;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ (τ.Ν.Τ.);74.279,64;28.158,10;102.437,74;44.620,83;57.816,91;44.620,83;0,00;44.620,83;57.816,91;44.620,83;57.816,91;0,00;0,00;-44.620,83;102.437,74
06.02.722.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;30.259,10;35.771,71;66.030,81;44.020,54;22.010,27;44.020,54;0,00;44.020,54;22.010,27;44.020,54;22.010,27;0,00;0,00;-44.020,54;66.030,81
06.02.722.1200;Έσοδα από τέλη και δικαιώματα;30.259,10;35.771,71;66.030,81;44.020,54;22.010,27;44.020,54;0,00;44.020,54;22.010,27;44.020,54;22.010,27;0,00;0,00;-44.020,54;66.030,81
06.02.722.1230;Έσοδα τέως ταμείου Οδοποίας Νομού;30.259,10;35.771,71;66.030,81;44.020,54;22.010,27;44.020,54;0,00;44.020,54;22.010,27;44.020,54;22.010,27;0,00;0,00;-44.020,54;66.030,81
06.02.722.1237;Έσοδα τέως ταμείου Οδοποίας Νομού;30.259,10;35.771,71;66.030,81;44.020,54;22.010,27;44.020,54;0,00;44.020,54;22.010,27;44.020,54;22.010,27;0,00;0,00;-44.020,54;66.030,81
06.02.722.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;42,72;42,72;600,29;-557,57;600,29;0,00;600,29;-557,57;600,29;-557,57;0,00;0,00;-600,29;42,72
06.02.722.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια ,Κινητές αξίες και λοιπές περιπτώσεις;0,00;42,72;42,72;600,29;-557,57;600,29;0,00;600,29;-557,57;600,29;-557,57;0,00;0,00;-600,29;42,72
06.02.722.3510;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;42,72;42,72;600,29;-557,57;600,29;0,00;600,29;-557,57;600,29;-557,57;0,00;0,00;-600,29;42,72
06.02.722.3511;Τόκοι από καταθέσεις σε Τράπεζες (002149-21).;0,00;42,72;42,72;600,29;-557,57;600,29;0,00;600,29;-557,57;600,29;-557,57;0,00;0,00;-600,29;42,72
06.02.722.Τ000;Ταμειακό Υπόλοιπο;44.020,54;-7.656,33;36.364,21;0,00;36.364,21;0,00;0,00;0,00;36.364,21;0,00;36.364,21;0,00;0,00;0,00;36.364,21
