Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.01.723.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;21.200,18;21.200,18;38.277,62;-17.077,44;38.277,62;0,00;38.277,62;-17.077,44;38.277,62;-17.077,44;0,00;0,00;-38.277,62;21.200,18
06.01.723.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;21.200,18;21.200,18;38.277,62;-17.077,44;38.277,62;0,00;38.277,62;-17.077,44;38.277,62;-17.077,44;0,00;0,00;-38.277,62;21.200,18
06.01.723.3510;Τόκοι κεφαλαίων;0,00;21.200,18;21.200,18;38.277,62;-17.077,44;38.277,62;0,00;38.277,62;-17.077,44;38.277,62;-17.077,44;0,00;0,00;-38.277,62;21.200,18
06.01.723.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;21.200,18;21.200,18;38.277,62;-17.077,44;38.277,62;0,00;38.277,62;-17.077,44;38.277,62;-17.077,44;0,00;0,00;-38.277,62;21.200,18
06.01.723.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002462-10).;0,00;18.312,55;18.312,55;32.908,50;-14.595,95;32.908,50;0,00;32.908,50;-14.595,95;32.908,50;-14.595,95;0,00;0,00;-32.908,50;18.312,55
06.01.723.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (002493-79).;0,00;1,76;1,76;1,76;0,00;1,76;0,00;1,76;0,00;1,76;0,00;0,00;0,00;-1,76;1,76
06.01.723.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (002492-36).;0,00;0,28;0,28;0,49;-0,21;0,49;0,00;0,49;-0,21;0,49;-0,21;0,00;0,00;-0,49;0,28
06.01.723.3511.ζ;Τόκοι από καταθέσεις σε Τράπεζες (002505-27).;0,00;132,27;132,27;230,21;-97,94;230,21;0,00;230,21;-97,94;230,21;-97,94;0,00;0,00;-230,21;132,27
06.01.723.3511.η;Τόκοι από καταθέσεις σε Τράπεζες (002504-81).;0,00;627,83;627,83;1.024,49;-396,66;1.024,49;0,00;1.024,49;-396,66;1.024,49;-396,66;0,00;0,00;-1.024,49;627,83
06.01.723.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες (002507-16).;0,00;265,48;265,48;725,12;-459,64;725,12;0,00;725,12;-459,64;725,12;-459,64;0,00;0,00;-725,12;265,48
06.01.723.3511.ι;Τόκοι από καταθέσεις σε Τράπεζες (002508-59).;0,00;551,45;551,45;955,83;-404,38;955,83;0,00;955,83;-404,38;955,83;-404,38;0,00;0,00;-955,83;551,45
06.01.723.3511.κ;Τόκοι από καταθέσεις (003287-70);0,00;38,92;38,92;116,78;-77,86;116,78;0,00;116,78;-77,86;116,78;-77,86;0,00;0,00;-116,78;38,92
06.01.723.3511.λ;Τόκοι από καταθέσεις σε Τράπεζες (003295-25).;0,00;87,67;87,67;255,00;-167,33;255,00;0,00;255,00;-167,33;255,00;-167,33;0,00;0,00;-255,00;87,67
06.01.723.3511.στ;Τόκοι από καταθέσεις σε Τράπεζες (002502-92).;0,00;1.181,97;1.181,97;2.059,44;-877,47;2.059,44;0,00;2.059,44;-877,47;2.059,44;-877,47;0,00;0,00;-2.059,44;1.181,97
06.01.723.6000;Έκτακτα έσοδα;1.500.000,00;-700.000,00;800.000,00;496.276,37;303.723,63;496.276,37;0,00;496.276,37;303.723,63;496.276,37;303.723,63;0,00;0,00;-496.276,37;800.000,00
06.01.723.6200;Φόροι - Τέλη - Δικαιώματα;1.500.000,00;-700.000,00;800.000,00;496.276,37;303.723,63;496.276,37;0,00;496.276,37;303.723,63;496.276,37;303.723,63;0,00;0,00;-496.276,37;800.000,00
06.01.723.6220;Έσοδα από τέλη και δικαιώματα;1.500.000,00;-700.000,00;800.000,00;496.276,37;303.723,63;496.276,37;0,00;496.276,37;303.723,63;496.276,37;303.723,63;0,00;0,00;-496.276,37;800.000,00
06.01.723.6221;Έσοδα από τέλη και δικαιώματα;1.500.000,00;-700.000,00;800.000,00;496.276,37;303.723,63;496.276,37;0,00;496.276,37;303.723,63;496.276,37;303.723,63;0,00;0,00;-496.276,37;800.000,00
06.01.723.6221.00;Ανταποδοτικά Τέλη [002462-10].;0,00;0,00;0,00;-8.804,67;8.804,67;-8.804,67;0,00;-8.804,67;8.804,67;-8.804,67;8.804,67;0,00;0,00;8.804,67;0,00
06.01.723.6221.01;(002473-94) Διεύθυνση Ανάπτυξης-Τμήμα Εμπορίου και Τουρισμού (πρώην Α.Ε.) .;808.000,00;-700.000,00;108.000,00;38.729,59;69.270,41;38.729,59;0,00;38.729,59;69.270,41;38.729,59;69.270,41;0,00;0,00;-38.729,59;108.000,00
06.01.723.6221.02;(002466-85) Διεύθυνση Βιομηχανίας, Ενέργειας και Φυσικών πόρων.;39.000,00;0,00;39.000,00;2.673,00;36.327,00;2.673,00;0,00;2.673,00;36.327,00;2.673,00;36.327,00;0,00;0,00;-2.673,00;39.000,00
06.01.723.6221.03;(002467-31) Διεύθυνση Δημόσιας Υγείας .;150.000,00;0,00;150.000,00;154.771,86;-4.771,86;154.771,86;0,00;154.771,86;-4.771,86;154.771,86;-4.771,86;0,00;0,00;-154.771,86;150.000,00
06.01.723.6221.04;(002468-74) Διεύθυνση Κτηνιατρικής .;30.000,00;0,00;30.000,00;23.589,50;6.410,50;23.589,50;0,00;23.589,50;6.410,50;23.589,50;6.410,50;0,00;0,00;-23.589,50;30.000,00
06.01.723.6221.05;(002472-51) Διεύθυνση Μεταφορών & Επικοινωνιών Ανατολικής Θεσσαλονίκης.;78.000,00;0,00;78.000,00;25.292,00;52.708,00;25.292,00;0,00;25.292,00;52.708,00;25.292,00;52.708,00;0,00;0,00;-25.292,00;78.000,00
06.01.723.6221.06;(002471-08) Διεύθυνση Μεταφορών & Επικοινωνιών Δυτικής Θεσσαλονίκης.;157.000,00;0,00;157.000,00;152.265,00;4.735,00;152.265,00;0,00;152.265,00;4.735,00;152.265,00;4.735,00;0,00;0,00;-152.265,00;157.000,00
06.01.723.6221.07;(002474-40) Διεύθυνση Μεταφορών & Επικοινωνιών - Τμήμα Α΄ ΚΤΕΟ .;37.000,00;0,00;37.000,00;300,00;36.700,00;300,00;0,00;300,00;36.700,00;300,00;36.700,00;0,00;0,00;-300,00;37.000,00
06.01.723.6221.08;(002475-83)  Διεύθυνση Μεταφορών & Επικοινωνιών - Τμήμα  Β΄ ΚΤΕΟ .;4.000,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00
06.01.723.6221.09;(002463-53) Διεύθυνση Περιβάλλοντος και Χωρικού Σχεδιασμού.;14.000,00;0,00;14.000,00;8.964,00;5.036,00;8.964,00;0,00;8.964,00;5.036,00;8.964,00;5.036,00;0,00;0,00;-8.964,00;14.000,00
06.01.723.6221.10;(002470-62) Διεύθυνση Πολιτικής Γης .;2.000,00;0,00;2.000,00;213,00;1.787,00;213,00;0,00;213,00;1.787,00;213,00;1.787,00;0,00;0,00;-213,00;2.000,00
06.01.723.6221.11;(002464-96) Διεύθυνση Τεχνικών Έργων.;2.000,00;0,00;2.000,00;722,40;1.277,60;722,40;0,00;722,40;1.277,60;722,40;1.277,60;0,00;0,00;-722,40;2.000,00
06.01.723.6221.12;(002465-42) Διεύθυνση Τεχνικών Έργων - Πολίτες.;167.000,00;0,00;167.000,00;85.172,81;81.827,19;85.172,81;0,00;85.172,81;81.827,19;85.172,81;81.827,19;0,00;0,00;-85.172,81;167.000,00
06.01.723.6221.13;(002469-20) Τμήμα Αλιείας.;12.000,00;0,00;12.000,00;12.387,88;-387,88;12.387,88;0,00;12.387,88;-387,88;12.387,88;-387,88;0,00;0,00;-12.387,88;12.000,00
06.01.723.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;845.333,00;12.089,38;857.422,38;128.177,78;729.244,60;128.177,78;0,00;128.177,78;729.244,60;128.177,78;729.244,60;0,00;0,00;-128.177,78;857.422,38
06.01.723.9900;Λοιπά έσοδα για επενδύσεις;845.333,00;12.089,38;857.422,38;128.177,78;729.244,60;128.177,78;0,00;128.177,78;729.244,60;128.177,78;729.244,60;0,00;0,00;-128.177,78;857.422,38
06.01.723.9910;Έσοδα από επιχορηγήσεις της Ευρωπαϊκής  Ένωσης.;845.333,00;12.089,38;857.422,38;128.177,78;729.244,60;128.177,78;0,00;128.177,78;729.244,60;128.177,78;729.244,60;0,00;0,00;-128.177,78;857.422,38
06.01.723.9919;Επιχορηγήσεις για λοιπούς σκοπούς;845.333,00;12.089,38;857.422,38;128.177,78;729.244,60;128.177,78;0,00;128.177,78;729.244,60;128.177,78;729.244,60;0,00;0,00;-128.177,78;857.422,38
06.01.723.9919.α;Έσοδα Ευρωπαϊκών Προγραμμάτων 002193-65;225.333,00;0,00;225.333,00;66.130,46;159.202,54;66.130,46;0,00;66.130,46;159.202,54;66.130,46;159.202,54;0,00;0,00;-66.130,46;225.333,00
06.01.723.9919.ζ;Πρόγραμμα PROPOSAL LIFE 09;510.000,00;0,00;510.000,00;0,00;510.000,00;0,00;0,00;0,00;510.000,00;0,00;510.000,00;0,00;0,00;0,00;510.000,00
06.01.723.9919.η;Πρόγραμμα ENERGY FOR MAYORS;35.000,00;0,00;35.000,00;21.915,44;13.084,56;21.915,44;0,00;21.915,44;13.084,56;21.915,44;13.084,56;0,00;0,00;-21.915,44;35.000,00
06.01.723.9919.θ;Πρόγραμμα PILOT 4 SAFETY;43.500,00;0,00;43.500,00;28.042,50;15.457,50;28.042,50;0,00;28.042,50;15.457,50;28.042,50;15.457,50;0,00;0,00;-28.042,50;43.500,00
06.01.723.9919.ι;Πρόγραμμα ENERGY WASTE;31.500,00;0,00;31.500,00;0,00;31.500,00;0,00;0,00;0,00;31.500,00;0,00;31.500,00;0,00;0,00;0,00;31.500,00
06.01.723.9919.κ;Πρόγραμμα Compass 4d;0,00;12.089,38;12.089,38;12.089,38;0,00;12.089,38;0,00;12.089,38;0,00;12.089,38;0,00;0,00;0,00;-12.089,38;12.089,38
06.01.723.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;308.389,19;663.561,41;971.950,60;0,00;971.950,60;0,00;0,00;0,00;971.950,60;0,00;971.950,60;0,00;0,00;0,00;971.950,60
06.01.723.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);308.389,19;663.561,41;971.950,60;0,00;971.950,60;0,00;0,00;0,00;971.950,60;0,00;971.950,60;0,00;0,00;0,00;971.950,60
06.01.723.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2462-10);220.000,00;614.278,25;834.278,25;0,00;834.278,25;0,00;0,00;0,00;834.278,25;0,00;834.278,25;0,00;0,00;0,00;834.278,25
06.01.723.Τ122;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2492-36);14,74;0,30;15,04;0,00;15,04;0,00;0,00;0,00;15,04;0,00;15,04;0,00;0,00;0,00;15,04
06.01.723.Τ123;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2493-79);91,66;1,49;93,15;0,00;93,15;0,00;0,00;0,00;93,15;0,00;93,15;0,00;0,00;0,00;93,15
06.01.723.Τ124;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2502-92);61.415,62;1.257,48;62.673,10;0,00;62.673,10;0,00;0,00;0,00;62.673,10;0,00;62.673,10;0,00;0,00;0,00;62.673,10
06.01.723.Τ125;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2504-81);21.477,18;12.019,21;33.496,39;0,00;33.496,39;0,00;0,00;0,00;33.496,39;0,00;33.496,39;0,00;0,00;0,00;33.496,39
06.01.723.Τ126;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2505-27);872,92;6.140,72;7.013,64;0,00;7.013,64;0,00;0,00;0,00;7.013,64;0,00;7.013,64;0,00;0,00;0,00;7.013,64
06.01.723.Τ127;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2507-16);2.560,71;2.579,72;5.140,43;0,00;5.140,43;0,00;0,00;0,00;5.140,43;0,00;5.140,43;0,00;0,00;0,00;5.140,43
06.01.723.Τ128;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2508-59);1.956,35;27.284,24;29.240,59;0,00;29.240,59;0,00;0,00;0,00;29.240,59;0,00;29.240,59;0,00;0,00;0,00;29.240,59
06.01.723.Τ129;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2491-90);0,01;0,00;0,01;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,00;0,00;0,00;0,01
06.01.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;8.033.341,19;-5.349.304,19;2.684.037,00;2.005.762,05;678.274,95;2.005.762,05;0,00;2.005.762,05;678.274,95;2.005.762,05;678.274,95;0,00;0,00;-2.005.762,05;2.684.037,00
06.01.724.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;7.889.558,20;-5.706.050,07;2.183.508,13;1.963.569,62;219.938,51;1.963.569,62;0,00;1.963.569,62;219.938,51;1.963.569,62;219.938,51;0,00;0,00;-1.963.569,62;2.183.508,13
06.01.724.1200;Έσοδα από τέλη και δικαιώματα;7.889.558,20;-5.706.050,07;2.183.508,13;1.963.569,62;219.938,51;1.963.569,62;0,00;1.963.569,62;219.938,51;1.963.569,62;219.938,51;0,00;0,00;-1.963.569,62;2.183.508,13
06.01.724.1250;Έσοδα Περιφερειών από Κ.Α.Π.;7.889.558,20;-5.706.050,07;2.183.508,13;1.963.569,62;219.938,51;1.963.569,62;0,00;1.963.569,62;219.938,51;1.963.569,62;219.938,51;0,00;0,00;-1.963.569,62;2.183.508,13
06.01.724.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;7.889.558,20;-5.706.050,07;2.183.508,13;1.963.569,62;219.938,51;1.963.569,62;0,00;1.963.569,62;219.938,51;1.963.569,62;219.938,51;0,00;0,00;-1.963.569,62;2.183.508,13
06.01.724.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;13.478,09;13.478,09;37.511,33;-24.033,24;37.511,33;0,00;37.511,33;-24.033,24;37.511,33;-24.033,24;0,00;0,00;-37.511,33;13.478,09
06.01.724.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;13.478,09;13.478,09;37.511,33;-24.033,24;37.511,33;0,00;37.511,33;-24.033,24;37.511,33;-24.033,24;0,00;0,00;-37.511,33;13.478,09
06.01.724.3510;Τόκοι κεφαλαίων;0,00;13.478,09;13.478,09;37.511,33;-24.033,24;37.511,33;0,00;37.511,33;-24.033,24;37.511,33;-24.033,24;0,00;0,00;-37.511,33;13.478,09
06.01.724.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;13.478,09;13.478,09;37.511,33;-24.033,24;37.511,33;0,00;37.511,33;-24.033,24;37.511,33;-24.033,24;0,00;0,00;-37.511,33;13.478,09
06.01.724.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002495-68).;0,00;10.949,97;10.949,97;33.106,38;-22.156,41;33.106,38;0,00;33.106,38;-22.156,41;33.106,38;-22.156,41;0,00;0,00;-33.106,38;10.949,97
06.01.724.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (002503-38).;0,00;2.528,12;2.528,12;4.404,95;-1.876,83;4.404,95;0,00;4.404,95;-1.876,83;4.404,95;-1.876,83;0,00;0,00;-4.404,95;2.528,12
06.01.724.5000;Λοιπά Εσοδα;0,00;0,00;0,00;4.681,10;-4.681,10;4.681,10;0,00;4.681,10;-4.681,10;4.681,10;-4.681,10;0,00;0,00;-4.681,10;0,00
06.01.724.5500;Επιστροφές Χρημάτων;0,00;0,00;0,00;4.681,10;-4.681,10;4.681,10;0,00;4.681,10;-4.681,10;4.681,10;-4.681,10;0,00;0,00;-4.681,10;0,00
06.01.724.5520;Επιστροφές ποσών που καταβλήθηκαν  χωρίς να οφείλονται;0,00;0,00;0,00;4.681,10;-4.681,10;4.681,10;0,00;4.681,10;-4.681,10;4.681,10;-4.681,10;0,00;0,00;-4.681,10;0,00
06.01.724.5529;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;0,00;0,00;4.681,10;-4.681,10;4.681,10;0,00;4.681,10;-4.681,10;4.681,10;-4.681,10;0,00;0,00;-4.681,10;0,00
06.01.724.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;143.782,99;343.267,79;487.050,78;0,00;487.050,78;0,00;0,00;0,00;487.050,78;0,00;487.050,78;0,00;0,00;0,00;487.050,78
06.01.724.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);143.782,99;343.267,79;487.050,78;0,00;487.050,78;0,00;0,00;0,00;487.050,78;0,00;487.050,78;0,00;0,00;0,00;487.050,78
06.01.724.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2495-68);0,00;352.998,86;352.998,86;0,00;352.998,86;0,00;0,00;0,00;352.998,86;0,00;352.998,86;0,00;0,00;0,00;352.998,86
06.01.724.Τ122;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2503-38);143.782,99;-9.731,07;134.051,92;0,00;134.051,92;0,00;0,00;0,00;134.051,92;0,00;134.051,92;0,00;0,00;0,00;134.051,92
06.02;ΠΕΡΙΦΕΡΕΙΑΚΗ ΕΝΟΤΗΤΑ ΗΜΑΘΙΑΣ;10.154.378,27;6.168.628,79;16.323.007,06;6.829.233,77;9.493.773,29;6.829.233,77;0,00;6.829.233,77;9.493.773,29;6.830.425,93;9.492.581,13;-1.192,16;0,00;-6.829.233,77;16.323.007,06
06.02.071;ΥΠΗΡΕΣΙΕΣ ΠΡΟΓΡΑΜΜΑΤΙΣΜΟΥ - ΣΧΕΔΙΑΣΜΟΥ (Π.Δ.Ε.);421.475,57;3.464.606,75;3.886.082,32;-42.588,85;3.928.671,17;-42.588,85;0,00;-42.588,85;3.928.671,17;-42.588,85;3.928.671,17;0,00;0,00;42.588,85;3.886.082,32
06.02.071.1000;ΦΟΡΟΙ ΤΕΛΗ ΔΙΚΑΙΩΜΑΤΑ ΥΠΕΡ Ν.Π.Δ.Δ;177.752,71;-122.593,80;55.158,91;27.411,15;27.747,76;27.411,15;0,00;27.411,15;27.747,76;27.411,15;27.747,76;0,00;0,00;-27.411,15;55.158,91
06.02.071.1200;ΕΣΟΔΑ ΑΠΟ ΤΕΛΗ ΚΑΙ ΔΙΚΑΩΜΑΤΑ;177.752,71;-122.593,80;55.158,91;27.411,15;27.747,76;27.411,15;0,00;27.411,15;27.747,76;27.411,15;27.747,76;0,00;0,00;-27.411,15;55.158,91
06.02.071.1220;ΕΣΟΔΑ ΑΠΟ ΤΕΛΗ ΔΙΚΑΙΩΜΑΤΑ;27.386,15;0,00;27.386,15;27.411,15;-25,00;27.411,15;0,00;27.411,15;-25,00;27.411,15;-25,00;0,00;0,00;-27.411,15;27.386,15
06.02.071.1222;Τέλη χρήσης Οδών;6.550,00;0,00;6.550,00;6.575,00;-25,00;6.575,00;0,00;6.575,00;-25,00;6.575,00;-25,00;0,00;0,00;-6.575,00;6.550,00
06.02.071.1226;Έσοδα από είσπραξη τέλους αδείας και τέλους μεταβίβασης αυτοκινήτων οχημάτων;20.836,15;0,00;20.836,15;20.836,15;0,00;20.836,15;0,00;20.836,15;0,00;20.836,15;0,00;0,00;0,00;-20.836,15;20.836,15
06.02.071.1250;ΕΣΟΔΑ Ν.Α ΑΠΟ ΚΑΠ;150.366,56;-122.593,80;27.772,76;0,00;27.772,76;0,00;0,00;0,00;27.772,76;0,00;27.772,76;0,00;0,00;0,00;27.772,76
06.02.071.1251;Εσοδα απο Κ.Α.Π για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;150.366,56;-122.593,80;27.772,76;0,00;27.772,76;0,00;0,00;0,00;27.772,76;0,00;27.772,76;0,00;0,00;0,00;27.772,76
06.02.071.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;0,00;3.404.128,00;3.404.128,00;-70.000,00;3.474.128,00;-70.000,00;0,00;-70.000,00;3.474.128,00;-70.000,00;3.474.128,00;0,00;0,00;70.000,00;3.404.128,00
06.02.071.9400;Επιχορηγήσεις απο τον Π/Υ Δημοσίων Επενδύσεων;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00
06.02.071.9470;Επιχορηγήσεις Υπουργείου Εσωτερικών Δημ. Διοίκηησης  και Αποκέντρωσης;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00
06.02.071.9479;Επιχορηγήσεις άλλων Υπουργείων;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00
06.02.071.9479.στ;Επιχορηγήσεις  - Υπουργείου Εργασίας;0,00;4.128,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00;0,00;4.128,00;0,00;0,00;0,00;4.128,00
06.02.071.9900;Επιχορηγήσεις ΕΕ για λοιπούς σκοπούς;0,00;3.400.000,00;3.400.000,00;-70.000,00;3.470.000,00;-70.000,00;0,00;-70.000,00;3.470.000,00;-70.000,00;3.470.000,00;0,00;0,00;70.000,00;3.400.000,00
06.02.071.9910;ΕΣΟΔΑ ΑΠΟ ΕΠΙΧΟΡΗΓΗΣΕΙΣ ΤΗΣ ΕΟΚ ΓΙΑ ΕΠΕΝΔΥΣΕΙΣ;0,00;3.400.000,00;3.400.000,00;-70.000,00;3.470.000,00;-70.000,00;0,00;-70.000,00;3.470.000,00;-70.000,00;3.470.000,00;0,00;0,00;70.000,00;3.400.000,00
06.02.071.9919;Επιχορηγήσεις για λοιπούς σκοπούς;0,00;3.400.000,00;3.400.000,00;-70.000,00;3.470.000,00;-70.000,00;0,00;-70.000,00;3.470.000,00;-70.000,00;3.470.000,00;0,00;0,00;70.000,00;3.400.000,00
06.02.071.9919.β;Επιχορηγήσεις για λοιπούς σκοπούς (ΕΣΠΑ);0,00;3.400.000,00;3.400.000,00;-70.000,00;3.470.000,00;-70.000,00;0,00;-70.000,00;3.470.000,00;-70.000,00;3.470.000,00;0,00;0,00;70.000,00;3.400.000,00
06.02.071.9919.β.1;Εκπαίδευση (ΕΣΠΑ);0,00;1.200.000,00;1.200.000,00;0,00;1.200.000,00;0,00;0,00;0,00;1.200.000,00;0,00;1.200.000,00;0,00;0,00;0,00;1.200.000,00
06.02.071.9919.β.1.α;Ανέγερση σχολικών κτιρίων - 210ΝΑ01580001- Ανέγερση 10ου Δημοτικού Σχολείου Νάουσας;0,00;600.000,00;600.000,00;0,00;600.000,00;0,00;0,00;0,00;600.000,00;0,00;600.000,00;0,00;0,00;0,00;600.000,00
06.02.071.9919.β.1.β;Ανέγερση σχολικών κτιρίων - 2010ΝΑ01580002- Ανέγερση Δημοτικού Σχολείου Ριζωμάτων;0,00;600.000,00;600.000,00;0,00;600.000,00;0,00;0,00;0,00;600.000,00;0,00;600.000,00;0,00;0,00;0,00;600.000,00
06.02.071.9919.β.3;Ανάπλαση - ΄Εργα Υποδομής;0,00;2.200.000,00;2.200.000,00;-70.000,00;2.270.000,00;-70.000,00;0,00;-70.000,00;2.270.000,00;-70.000,00;2.270.000,00;0,00;0,00;70.000,00;2.200.000,00
06.02.071.9919.β.3.α;Ανάπλαση -  2010ΝΑ01580003 - Εφαρμογή ολοκληρωμένων παρεμβάσεων στο Δ.Δ.Αλεξάνδρειας Ν.Ημαθίας;0,00;2.200.000,00;2.200.000,00;-70.000,00;2.270.000,00;-70.000,00;0,00;-70.000,00;2.270.000,00;-70.000,00;2.270.000,00;0,00;0,00;70.000,00;2.200.000,00
06.02.071.Τ100;Ταμειακό Υπόλοιπο;243.722,86;183.072,55;426.795,41;0,00;426.795,41;0,00;0,00;0,00;426.795,41;0,00;426.795,41;0,00;0,00;0,00;426.795,41
06.02.071.Τ110;Ταμειακό Υπόλοιπο Τράπεζα Ελλάδος;28.364,91;135.000,00;163.364,91;0,00;163.364,91;0,00;0,00;0,00;163.364,91;0,00;163.364,91;0,00;0,00;0,00;163.364,91
06.02.071.Τ111;Ταμειακό Υπόλοιπο Τράπεζα Ελλάδος;28.364,91;135.000,00;163.364,91;0,00;163.364,91;0,00;0,00;0,00;163.364,91;0,00;163.364,91;0,00;0,00;0,00;163.364,91
06.02.071.Τ120;Ταμειακό Υπόλοιπο από τέλη μεταβίβασης;215.357,95;48.072,55;263.430,50;0,00;263.430,50;0,00;0,00;0,00;263.430,50;0,00;263.430,50;0,00;0,00;0,00;263.430,50
06.02.071.Τ121;Ταμειακό Υπόλοιπο από τέλη μεταβίβασης;160.000,00;-78.384,07;81.615,93;0,00;81.615,93;0,00;0,00;0,00;81.615,93;0,00;81.615,93;0,00;0,00;0,00;81.615,93
06.02.071.Τ122;Ταμειακά Υπόλοιπα από επιχορηγήσεις Κρατικού προϋπολογισμού;55.357,95;0,00;55.357,95;0,00;55.357,95;0,00;0,00;0,00;55.357,95;0,00;55.357,95;0,00;0,00;0,00;55.357,95
06.02.071.Τ123;Ταμειαό Υπόλοιπο Ο.Σ.Κ.;0,00;126.456,62;126.456,62;0,00;126.456,62;0,00;0,00;0,00;126.456,62;0,00;126.456,62;0,00;0,00;0,00;126.456,62
06.02.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;1.617.000,00;306.193,83;1.923.193,83;1.326.672,11;596.521,72;1.326.672,11;0,00;1.326.672,11;596.521,72;1.326.672,11;596.521,72;0,00;0,00;-1.326.672,11;1.923.193,83
06.02.151.0000;Επιχορηγήσεις;352.000,00;125.000,00;477.000,00;292.750,00;184.250,00;292.750,00;0,00;292.750,00;184.250,00;292.750,00;184.250,00;0,00;0,00;-292.750,00;477.000,00
06.02.151.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;352.000,00;125.000,00;477.000,00;292.750,00;184.250,00;292.750,00;0,00;292.750,00;184.250,00;292.750,00;184.250,00;0,00;0,00;-292.750,00;477.000,00
