Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.01.072β.5600;Έσοδα από λοιπές περιπτώσεις;0,00;0,00;0,00;8.065,00;-8.065,00;8.065,00;0,00;8.065,00;-8.065,00;8.065,00;-8.065,00;0,00;0,00;-8.065,00;0,00
06.01.072β.5680;Διάφορα Έσοδα;0,00;0,00;0,00;8.065,00;-8.065,00;8.065,00;0,00;8.065,00;-8.065,00;8.065,00;-8.065,00;0,00;0,00;-8.065,00;0,00
06.01.072β.5689;Λοιπά έσοδα που δεν κατονομάζονται ειδικά;0,00;0,00;0,00;8.065,00;-8.065,00;8.065,00;0,00;8.065,00;-8.065,00;8.065,00;-8.065,00;0,00;0,00;-8.065,00;0,00
06.01.072β.6000;Έκτακτα έσοδα;0,00;0,00;0,00;5.400,81;-5.400,81;5.400,81;0,00;5.400,81;-5.400,81;5.400,81;-5.400,81;0,00;0,00;-5.400,81;0,00
06.01.072β.6600;Λοιπά έσοδα;0,00;0,00;0,00;5.400,81;-5.400,81;5.400,81;0,00;5.400,81;-5.400,81;5.400,81;-5.400,81;0,00;0,00;-5.400,81;0,00
06.01.072β.6660;Έσοδα από λοιπές περιπτώσεις;0,00;0,00;0,00;5.400,81;-5.400,81;5.400,81;0,00;5.400,81;-5.400,81;5.400,81;-5.400,81;0,00;0,00;-5.400,81;0,00
06.01.072β.6669;Διάφορα έσοδα;0,00;0,00;0,00;5.400,81;-5.400,81;5.400,81;0,00;5.400,81;-5.400,81;5.400,81;-5.400,81;0,00;0,00;-5.400,81;0,00
06.01.072β.Τ000;Ταμειακό Υπόλοιπο;791.224,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00
06.01.072β.ΤΑ00;Ταμειακό Υπόλοιπο;791.224,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00
06.01.072β.ΤΑΜ0;Ταμειακό Υπόλοιπο;791.224,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00
06.01.072β.ΤΑΜΥ;Ταμειακό Υπόλοιπο;791.224,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00;0,00;791.224,00;0,00;0,00;0,00;791.224,00
06.01.072γ;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΑΝΑΠΤΥΞΙΑΚΟΣ ΠΡΟΫΠΟΛΟΓΙΣΜΟΣ;3.509.294,78;6.624,23;3.515.919,01;1.714.899,47;1.801.019,54;1.714.899,47;0,00;1.714.899,47;1.801.019,54;1.714.899,47;1.801.019,54;0,00;0,00;-1.714.899,47;3.515.919,01
06.01.072γ.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;6.624,23;6.624,23;16.434,14;-9.809,91;16.434,14;0,00;16.434,14;-9.809,91;16.434,14;-9.809,91;0,00;0,00;-16.434,14;6.624,23
06.01.072γ.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;6.624,23;6.624,23;16.434,14;-9.809,91;16.434,14;0,00;16.434,14;-9.809,91;16.434,14;-9.809,91;0,00;0,00;-16.434,14;6.624,23
06.01.072γ.3510;Τόκοι κεφαλαίων;0,00;6.624,23;6.624,23;16.434,14;-9.809,91;16.434,14;0,00;16.434,14;-9.809,91;16.434,14;-9.809,91;0,00;0,00;-16.434,14;6.624,23
06.01.072γ.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;6.624,23;6.624,23;16.434,14;-9.809,91;16.434,14;0,00;16.434,14;-9.809,91;16.434,14;-9.809,91;0,00;0,00;-16.434,14;6.624,23
06.01.072γ.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002193-65);0,00;3.460,08;3.460,08;10.388,32;-6.928,24;10.388,32;0,00;10.388,32;-6.928,24;10.388,32;-6.928,24;0,00;0,00;-10.388,32;3.460,08
06.01.072γ.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (003139-11);0,00;0,09;0,09;0,19;-0,10;0,19;0,00;0,19;-0,10;0,19;-0,10;0,00;0,00;-0,19;0,09
06.01.072γ.3511.ζ;Τόκοι από καταθέσεις σε Τράπεζες (003201-66).;0,00;2.243,48;2.243,48;4.274,08;-2.030,60;4.274,08;0,00;4.274,08;-2.030,60;4.274,08;-2.030,60;0,00;0,00;-4.274,08;2.243,48
06.01.072γ.3511.η;Τόκοι από καταθέσεις σε Τράπεζες (3200-23).;0,00;154,98;154,98;294,33;-139,35;294,33;0,00;294,33;-139,35;294,33;-139,35;0,00;0,00;-294,33;154,98
06.01.072γ.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες (3204-01).;0,00;171,78;171,78;292,70;-120,92;292,70;0,00;292,70;-120,92;292,70;-120,92;0,00;0,00;-292,70;171,78
06.01.072γ.3511.ι;Τόκοι από καταθέσεις σε Τράπεζες (003207-33);0,00;204,32;204,32;409,62;-205,30;409,62;0,00;409,62;-205,30;409,62;-205,30;0,00;0,00;-409,62;204,32
06.01.072γ.3511.στ;Τόκοι από καταθέσεις σε Τράπεζες (003175-03).;0,00;389,50;389,50;774,90;-385,40;774,90;0,00;774,90;-385,40;774,90;-385,40;0,00;0,00;-774,90;389,50
06.01.072γ.6000;Έκτακτα έσοδα;2.200.000,00;0,00;2.200.000,00;1.350.873,14;849.126,86;1.350.873,14;0,00;1.350.873,14;849.126,86;1.350.873,14;849.126,86;0,00;0,00;-1.350.873,14;2.200.000,00
06.01.072γ.6200;Φόροι - Τέλη - Δικαιώματα;2.200.000,00;0,00;2.200.000,00;1.350.873,14;849.126,86;1.350.873,14;0,00;1.350.873,14;849.126,86;1.350.873,14;849.126,86;0,00;0,00;-1.350.873,14;2.200.000,00
06.01.072γ.6220;Έσοδα από τέλη και δικαιώματα;2.200.000,00;0,00;2.200.000,00;1.350.873,14;849.126,86;1.350.873,14;0,00;1.350.873,14;849.126,86;1.350.873,14;849.126,86;0,00;0,00;-1.350.873,14;2.200.000,00
06.01.072γ.6221;Έσοδα από τέλη και δικαιώματα;2.200.000,00;0,00;2.200.000,00;1.350.873,14;849.126,86;1.350.873,14;0,00;1.350.873,14;849.126,86;1.350.873,14;849.126,86;0,00;0,00;-1.350.873,14;2.200.000,00
06.01.072γ.6221.00;Ανταποδοτικά Τέλη [2193-65];2.200.000,00;0,00;2.200.000,00;-326,00;2.200.326,00;-326,00;0,00;-326,00;2.200.326,00;-326,00;2.200.326,00;0,00;0,00;326,00;2.200.000,00
06.01.072γ.6221.01;(002473-94) Διεύθυνση Ανάπτυξης-Τμήμα Εμπορίου και Τουρισμού (πρώην Α.Ε.) .;0,00;0,00;0,00;711.169,51;-711.169,51;711.169,51;0,00;711.169,51;-711.169,51;711.169,51;-711.169,51;0,00;0,00;-711.169,51;0,00
06.01.072γ.6221.02;(002466-85) Διεύθυνση Βιομηχανίας, Ενέργειας και Φυσικών πόρων.;0,00;0,00;0,00;44.605,48;-44.605,48;44.605,48;0,00;44.605,48;-44.605,48;44.605,48;-44.605,48;0,00;0,00;-44.605,48;0,00
06.01.072γ.6221.03;(002467-31) Διεύθυνση Δημόσιας Υγείας .;0,00;0,00;0,00;115.442,28;-115.442,28;115.442,28;0,00;115.442,28;-115.442,28;115.442,28;-115.442,28;0,00;0,00;-115.442,28;0,00
06.01.072γ.6221.04;(002468-74) Διεύθυνση Κτηνιατρικής .;0,00;0,00;0,00;25.797,00;-25.797,00;25.797,00;0,00;25.797,00;-25.797,00;25.797,00;-25.797,00;0,00;0,00;-25.797,00;0,00
06.01.072γ.6221.05;(002472-51) Διεύθυνση Μεταφορών & Επικοινωνιών Ανατολικής Θεσσαλονίκης.;0,00;0,00;0,00;39.870,00;-39.870,00;39.870,00;0,00;39.870,00;-39.870,00;39.870,00;-39.870,00;0,00;0,00;-39.870,00;0,00
06.01.072γ.6221.06;(002471-08) Διεύθυνση Μεταφορών & Επικοινωνιών Δυτικής Θεσσαλονίκης.;0,00;0,00;0,00;99.891,00;-99.891,00;99.891,00;0,00;99.891,00;-99.891,00;99.891,00;-99.891,00;0,00;0,00;-99.891,00;0,00
06.01.072γ.6221.07;(002474-40) Διεύθυνση Μεταφορών & Επικοινωνιών - Τμήμα Α΄ ΚΤΕΟ .;0,00;0,00;0,00;35.349,00;-35.349,00;35.349,00;0,00;35.349,00;-35.349,00;35.349,00;-35.349,00;0,00;0,00;-35.349,00;0,00
06.01.072γ.6221.08;(002475-83)  Διεύθυνση Μεταφορών & Επικοινωνιών - Τμήμα  Β΄ ΚΤΕΟ .;0,00;0,00;0,00;17.014,00;-17.014,00;17.014,00;0,00;17.014,00;-17.014,00;17.014,00;-17.014,00;0,00;0,00;-17.014,00;0,00
06.01.072γ.6221.09;(002463-53) Διεύθυνση Περιβάλλοντος και Χωρικού Σχεδιασμού.;0,00;0,00;0,00;17.255,00;-17.255,00;17.255,00;0,00;17.255,00;-17.255,00;17.255,00;-17.255,00;0,00;0,00;-17.255,00;0,00
06.01.072γ.6221.10;(002470-62) Διεύθυνση Πολιτικής Γης .;0,00;0,00;0,00;1.095,00;-1.095,00;1.095,00;0,00;1.095,00;-1.095,00;1.095,00;-1.095,00;0,00;0,00;-1.095,00;0,00
06.01.072γ.6221.11;(002464-96) Διεύθυνση Τεχνικών Έργων.;0,00;0,00;0,00;1.788,72;-1.788,72;1.788,72;0,00;1.788,72;-1.788,72;1.788,72;-1.788,72;0,00;0,00;-1.788,72;0,00
06.01.072γ.6221.12;(002465-42) Διεύθυνση Τεχνικών Έργων - Πολίτες.;0,00;0,00;0,00;236.616,15;-236.616,15;236.616,15;0,00;236.616,15;-236.616,15;236.616,15;-236.616,15;0,00;0,00;-236.616,15;0,00
06.01.072γ.6221.13;(002469-20) Τμήμα Αλιείας.;0,00;0,00;0,00;5.306,00;-5.306,00;5.306,00;0,00;5.306,00;-5.306,00;5.306,00;-5.306,00;0,00;0,00;-5.306,00;0,00
06.01.072γ.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;453.647,74;0,00;453.647,74;347.592,19;106.055,55;347.592,19;0,00;347.592,19;106.055,55;347.592,19;106.055,55;0,00;0,00;-347.592,19;453.647,74
06.01.072γ.9900;Λοιπά έσοδα για επενδύσεις;453.647,74;0,00;453.647,74;347.592,19;106.055,55;347.592,19;0,00;347.592,19;106.055,55;347.592,19;106.055,55;0,00;0,00;-347.592,19;453.647,74
06.01.072γ.9910;Έσοδα από επιχορηγήσεις της Ευρωπαϊκής  Ένωσης.;453.647,74;0,00;453.647,74;347.592,19;106.055,55;347.592,19;0,00;347.592,19;106.055,55;347.592,19;106.055,55;0,00;0,00;-347.592,19;453.647,74
06.01.072γ.9919;Επιχορηγήσεις για λοιπούς σκοπούς;453.647,74;0,00;453.647,74;347.592,19;106.055,55;347.592,19;0,00;347.592,19;106.055,55;347.592,19;106.055,55;0,00;0,00;-347.592,19;453.647,74
06.01.072γ.9919.α;Έσοδα Ευρωπαϊκών Προγραμμάτων 002193-65;313.796,88;0,00;313.796,88;345.862,19;-32.065,31;345.862,19;0,00;345.862,19;-32.065,31;345.862,19;-32.065,31;0,00;0,00;-345.862,19;313.796,88
06.01.072γ.9919.γ;Πρόγραμμα Pro Change;49.331,75;0,00;49.331,75;0,00;49.331,75;0,00;0,00;0,00;49.331,75;0,00;49.331,75;0,00;0,00;0,00;49.331,75
06.01.072γ.9919.ε;Πρόγραμμα EMPOWER;38.120,61;0,00;38.120,61;0,00;38.120,61;0,00;0,00;0,00;38.120,61;0,00;38.120,61;0,00;0,00;0,00;38.120,61
06.01.072γ.9919.η;Πρόγραμμα ENERGY FOR MAYORS;26.323,50;0,00;26.323,50;0,00;26.323,50;0,00;0,00;0,00;26.323,50;0,00;26.323,50;0,00;0,00;0,00;26.323,50
06.01.072γ.9919.θ;Πρόγραμμα PILOT 4 SAFETY;26.075,00;0,00;26.075,00;0,00;26.075,00;0,00;0,00;0,00;26.075,00;0,00;26.075,00;0,00;0,00;0,00;26.075,00
06.01.072γ.9919.στ;Πρόγραμμα T-SENIORITY;0,00;0,00;0,00;1.730,00;-1.730,00;1.730,00;0,00;1.730,00;-1.730,00;1.730,00;-1.730,00;0,00;0,00;-1.730,00;0,00
06.01.072γ.Τ000;Ταμειακό Υπόλοιπο;855.647,04;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04
06.01.072γ.ΤΑ00;Ταμειακό Υπόλοιπο;855.647,04;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04
06.01.072γ.ΤΑΜ0;Ταμειακό Υπόλοιπο;855.647,04;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04
06.01.072γ.ΤΑΜΥ;Ταμειακό Υπόλοιπο;855.647,04;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04;0,00;855.647,04;0,00;0,00;0,00;855.647,04
06.01.072γ.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο 002193-65;392.289,23;0,00;392.289,23;0,00;392.289,23;0,00;0,00;0,00;392.289,23;0,00;392.289,23;0,00;0,00;0,00;392.289,23
06.01.072γ.ΤΑΜΥ.02;Ταμειακό Υπόλοιπο 003138-65;0,01;0,00;0,01;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,00;0,00;0,00;0,01
06.01.072γ.ΤΑΜΥ.03;Ταμειακό Υπόλοιπο 003142-42;0,04;0,00;0,04;0,00;0,04;0,00;0,00;0,00;0,04;0,00;0,04;0,00;0,00;0,00;0,04
06.01.072γ.ΤΑΜΥ.04;Ταμειακό Υπόλοιπο  003139-11;14,40;0,00;14,40;0,00;14,40;0,00;0,00;0,00;14,40;0,00;14,40;0,00;0,00;0,00;14,40
06.01.072γ.ΤΑΜΥ.06;Ταμειακό Υπόλοιπο (Αρ. Λογαριασμού 3175-03);59.309,11;0,00;59.309,11;0,00;59.309,11;0,00;0,00;0,00;59.309,11;0,00;59.309,11;0,00;0,00;0,00;59.309,11
06.01.072γ.ΤΑΜΥ.07;Ταμειαό Υπόλοιπο 3201-66;323.000,23;0,00;323.000,23;0,00;323.000,23;0,00;0,00;0,00;323.000,23;0,00;323.000,23;0,00;0,00;0,00;323.000,23
06.01.072γ.ΤΑΜΥ.08;Ταμειακό Υπόλοιπο 3200-23;23.777,86;0,00;23.777,86;0,00;23.777,86;0,00;0,00;0,00;23.777,86;0,00;23.777,86;0,00;0,00;0,00;23.777,86
06.01.072γ.ΤΑΜΥ.09;Ταμειακό Υπόλοιπο 3204-01;26.151,12;0,00;26.151,12;0,00;26.151,12;0,00;0,00;0,00;26.151,12;0,00;26.151,12;0,00;0,00;0,00;26.151,12
06.01.072γ.ΤΑΜΥ.10;Ταμειακό Υπόλοιπο 3207-33;31.105,04;0,00;31.105,04;0,00;31.105,04;0,00;0,00;0,00;31.105,04;0,00;31.105,04;0,00;0,00;0,00;31.105,04
06.01.072δ;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;13.798.616,21;410.736,79;14.209.353,00;3.659.339,76;10.550.013,24;3.659.339,76;0,00;3.659.339,76;10.550.013,24;3.659.339,76;10.550.013,24;0,00;0,00;-3.659.339,76;14.209.353,00
06.01.072δ.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;5.403.715,20;351.510,00;5.755.225,20;3.552.099,99;2.203.125,21;3.552.099,99;0,00;3.552.099,99;2.203.125,21;3.552.099,99;2.203.125,21;0,00;0,00;-3.552.099,99;5.755.225,20
06.01.072δ.1200;Έσοδα από τέλη και δικαιώματα;5.403.715,20;351.510,00;5.755.225,20;3.552.099,99;2.203.125,21;3.552.099,99;0,00;3.552.099,99;2.203.125,21;3.552.099,99;2.203.125,21;0,00;0,00;-3.552.099,99;5.755.225,20
06.01.072δ.1250;Έσοδα Περιφερειών από Κ.Α.Π.;5.403.715,20;351.510,00;5.755.225,20;3.552.099,99;2.203.125,21;3.552.099,99;0,00;3.552.099,99;2.203.125,21;3.552.099,99;2.203.125,21;0,00;0,00;-3.552.099,99;5.755.225,20
06.01.072δ.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;5.403.715,20;351.510,00;5.755.225,20;3.552.099,99;2.203.125,21;3.552.099,99;0,00;3.552.099,99;2.203.125,21;3.552.099,99;2.203.125,21;0,00;0,00;-3.552.099,99;5.755.225,20
06.01.072δ.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;59.226,79;59.226,79;106.312,87;-47.086,08;106.312,87;0,00;106.312,87;-47.086,08;106.312,87;-47.086,08;0,00;0,00;-106.312,87;59.226,79
06.01.072δ.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;59.226,79;59.226,79;106.312,87;-47.086,08;106.312,87;0,00;106.312,87;-47.086,08;106.312,87;-47.086,08;0,00;0,00;-106.312,87;59.226,79
06.01.072δ.3510;Τόκοι κεφαλαίων;0,00;59.226,79;59.226,79;106.312,87;-47.086,08;106.312,87;0,00;106.312,87;-47.086,08;106.312,87;-47.086,08;0,00;0,00;-106.312,87;59.226,79
06.01.072δ.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;59.226,79;59.226,79;106.312,87;-47.086,08;106.312,87;0,00;106.312,87;-47.086,08;106.312,87;-47.086,08;0,00;0,00;-106.312,87;59.226,79
06.01.072δ.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (003146-20).;0,00;47.657,77;47.657,77;60.242,70;-12.584,93;60.242,70;0,00;60.242,70;-12.584,93;60.242,70;-12.584,93;0,00;0,00;-60.242,70;47.657,77
06.01.072δ.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (003147-63).;0,00;0,00;0,00;30.563,69;-30.563,69;30.563,69;0,00;30.563,69;-30.563,69;30.563,69;-30.563,69;0,00;0,00;-30.563,69;0,00
06.01.072δ.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (003185-44).;0,00;11.569,02;11.569,02;15.506,48;-3.937,46;15.506,48;0,00;15.506,48;-3.937,46;15.506,48;-3.937,46;0,00;0,00;-15.506,48;11.569,02
06.01.072δ.5000;Λοιπά Εσοδα;0,00;0,00;0,00;926,90;-926,90;926,90;0,00;926,90;-926,90;926,90;-926,90;0,00;0,00;-926,90;0,00
06.01.072δ.5500;Επιστροφές Χρημάτων;0,00;0,00;0,00;926,90;-926,90;926,90;0,00;926,90;-926,90;926,90;-926,90;0,00;0,00;-926,90;0,00
06.01.072δ.5510;Επιστροφή χρημάτων για τακτοποίηση χρηματικών ενταλμάτων και προκαταβολών;0,00;0,00;0,00;926,90;-926,90;926,90;0,00;926,90;-926,90;926,90;-926,90;0,00;0,00;-926,90;0,00
06.01.072δ.5511;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;0,00;0,00;926,90;-926,90;926,90;0,00;926,90;-926,90;926,90;-926,90;0,00;0,00;-926,90;0,00
06.01.072δ.5511.α;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ (2495-68);0,00;0,00;0,00;926,90;-926,90;926,90;0,00;926,90;-926,90;926,90;-926,90;0,00;0,00;-926,90;0,00
06.01.072δ.7000;Έσοδα από δάνεια;1.729.008,35;-1.729.008,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.01.072δ.7100;Έσοδα προερχόμενα από δάνεια που έχουν συναφθεί;1.729.008,35;-1.729.008,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.01.072δ.7110;Έσοδα προερχόμενα από συναφθέντα δάνεια εσωτερικού.;1.729.008,35;-1.729.008,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.01.072δ.7113;Προϊόν δανείου από Τράπεζες;1.729.008,35;-1.729.008,35;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
06.01.072δ.Τ000;Ταμειακό Υπόλοιπο;6.665.892,66;1.729.008,35;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01
06.01.072δ.ΤΑ00;Ταμειακό Υπόλοιπο;6.665.892,66;1.729.008,35;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01
06.01.072δ.ΤΑΜ0;Ταμειακό Υπόλοιπο;6.665.892,66;1.729.008,35;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01
06.01.072δ.ΤΑΜΥ;Ταμειακό Υπόλοιπο;6.665.892,66;1.729.008,35;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01;0,00;8.394.901,01;0,00;0,00;0,00;8.394.901,01
06.01.072δ.ΤΑΜΥ.01;Ταμειακό Υπόλοιπο Επενδύσεων (3146-20);4.325.111,22;0,00;4.325.111,22;0,00;4.325.111,22;0,00;0,00;0,00;4.325.111,22;0,00;4.325.111,22;0,00;0,00;0,00;4.325.111,22
06.01.072δ.ΤΑΜΥ.02;Ταμειακό Υπόλοιπο Οδικού Δικτύου (3147-63);2.340.781,44;0,00;2.340.781,44;0,00;2.340.781,44;0,00;0,00;0,00;2.340.781,44;0,00;2.340.781,44;0,00;0,00;0,00;2.340.781,44
06.01.072δ.ΤΑΜΥ.03;Ταμειακό Υπόλοιπο από Δάνειο για αποπληρωμές σχολικής στέγης;0,00;1.729.008,35;1.729.008,35;0,00;1.729.008,35;0,00;0,00;0,00;1.729.008,35;0,00;1.729.008,35;0,00;0,00;0,00;1.729.008,35
06.01.151;ΥΓΕΙΑΣ & ΚΟΙΝΩΝΙΚΗΣ ΑΛΛΗΛΕΓΓΥΗΣ;14.331.425,53;9.951,60;14.341.377,13;7.521.104,03;6.820.273,10;7.521.104,03;0,00;7.521.104,03;6.820.273,10;7.521.104,03;6.820.273,10;0,00;0,00;-7.521.104,03;14.341.377,13
06.01.151.0000;Επιχορηγήσεις;4.500.000,00;0,00;4.500.000,00;2.088.276,40;2.411.723,60;2.088.276,40;0,00;2.088.276,40;2.411.723,60;2.088.276,40;2.411.723,60;0,00;0,00;-2.088.276,40;4.500.000,00
06.01.151.0100;Επιχορήγηση από τον τακτικό κρατικό προϋπολογισμό;4.500.000,00;0,00;4.500.000,00;2.088.276,40;2.411.723,60;2.088.276,40;0,00;2.088.276,40;2.411.723,60;2.088.276,40;2.411.723,60;0,00;0,00;-2.088.276,40;4.500.000,00
06.01.151.0150;Επιχορηγήσεις για την κάλυψη του κόστους κρατικών αρμοδιοτήτων που μεταβιβάστηκαν στις Περιφέρειες.;4.500.000,00;0,00;4.500.000,00;2.088.276,40;2.411.723,60;2.088.276,40;0,00;2.088.276,40;2.411.723,60;2.088.276,40;2.411.723,60;0,00;0,00;-2.088.276,40;4.500.000,00
06.01.151.0158;Επιχορήγηση (002165-28).;4.500.000,00;0,00;4.500.000,00;2.088.276,40;2.411.723,60;2.088.276,40;0,00;2.088.276,40;2.411.723,60;2.088.276,40;2.411.723,60;0,00;0,00;-2.088.276,40;4.500.000,00
06.01.151.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;8.709.200,00;9.546,32;8.718.746,32;5.337.940,85;3.380.805,47;5.337.940,85;0,00;5.337.940,85;3.380.805,47;5.337.940,85;3.380.805,47;0,00;0,00;-5.337.940,85;8.718.746,32
06.01.151.1100;Φόροι;0,00;9.546,32;9.546,32;33,00;9.513,32;33,00;0,00;33,00;9.513,32;33,00;9.513,32;0,00;0,00;-33,00;9.546,32
06.01.151.1190;Έσοδο από λοιπούς κοινωνικούς πόρους;0,00;9.546,32;9.546,32;33,00;9.513,32;33,00;0,00;33,00;9.513,32;33,00;9.513,32;0,00;0,00;-33,00;9.546,32
06.01.151.1199;Έσοδο από λοιπούς κοινωνικούς πόρους που δεν κατονομάζονται ειδικά;0,00;9.546,32;9.546,32;33,00;9.513,32;33,00;0,00;33,00;9.513,32;33,00;9.513,32;0,00;0,00;-33,00;9.546,32
06.01.151.1200;Έσοδα από τέλη και δικαιώματα;8.709.200,00;0,00;8.709.200,00;5.337.907,85;3.371.292,15;5.337.907,85;0,00;5.337.907,85;3.371.292,15;5.337.907,85;3.371.292,15;0,00;0,00;-5.337.907,85;8.709.200,00
06.01.151.1250;Έσοδα Περιφερειών  από Κεντρικούς Αυτοτελείς Πόρους.;8.709.200,00;0,00;8.709.200,00;5.337.907,85;3.371.292,15;5.337.907,85;0,00;5.337.907,85;3.371.292,15;5.337.907,85;3.371.292,15;0,00;0,00;-5.337.907,85;8.709.200,00
06.01.151.1252;Έσοδα από Κ.Α.Π. για λειτουργικές και λοιπές γενικές δαπάνες;8.709.200,00;0,00;8.709.200,00;5.337.907,85;3.371.292,15;5.337.907,85;0,00;5.337.907,85;3.371.292,15;5.337.907,85;3.371.292,15;0,00;0,00;-5.337.907,85;8.709.200,00
06.01.151.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;405,28;405,28;36.619,86;-36.214,58;36.619,86;0,00;36.619,86;-36.214,58;36.619,86;-36.214,58;0,00;0,00;-36.619,86;405,28
06.01.151.3500;Πρόσοδοι του Ν.Π.Δ.Δ από κεφάλαια, κινητές αξίες και λοιπές περιπτώσεις;0,00;405,28;405,28;36.619,86;-36.214,58;36.619,86;0,00;36.619,86;-36.214,58;36.619,86;-36.214,58;0,00;0,00;-36.619,86;405,28
06.01.151.3510;Τόκοι  κεφαλαίων;0,00;405,28;405,28;36.619,86;-36.214,58;36.619,86;0,00;36.619,86;-36.214,58;36.619,86;-36.214,58;0,00;0,00;-36.619,86;405,28
06.01.151.3511;Τόκοι από καταθέσεις σε Τράπεζες.;0,00;405,28;405,28;36.619,86;-36.214,58;36.619,86;0,00;36.619,86;-36.214,58;36.619,86;-36.214,58;0,00;0,00;-36.619,86;405,28
06.01.151.3511.β;Τόκοι από καταθέσεις σε Τράπεζες (002162-93);0,00;0,00;0,00;365,18;-365,18;365,18;0,00;365,18;-365,18;365,18;-365,18;0,00;0,00;-365,18;0,00
