Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.01.721.0875.α;Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνονται φυσικά και νομικά πρόσωπα);300.000,00;150.000,00;450.000,00;184.611,87;265.388,13;184.611,87;265.388,13;184.611,87;265.388,13;184.611,87;265.388,13;0,00;0,00;-184.611,87;450.000,00;184.611,87
02.01.721.0875.β;Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνονται φυσικά και νομικά πρόσωπα);85.000,00;0,00;85.000,00;29.632,23;55.367,77;29.632,23;55.367,77;29.632,23;55.367,77;29.632,23;55.367,77;0,00;0,00;-29.632,23;85.000,00;29.632,23
02.01.721.0880;Αμοιβές για εκπαίδευση;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0881;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0881.α;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0890;Ειδικές αμοιβές και λοιπές δαπάνες;1.585.000,00;320.000,00;1.905.000,00;436.386,50;1.468.613,50;436.386,50;1.468.613,50;214.818,80;1.690.181,20;180.478,80;1.724.521,20;34.340,00;0,00;-436.386,50;1.905.000,00;436.386,50
02.01.721.0892;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων;1.235.000,00;165.000,00;1.400.000,00;347.214,07;1.052.785,93;347.214,07;1.052.785,93;113.806,37;1.286.193,63;113.806,37;1.286.193,63;0,00;0,00;-347.214,07;1.400.000,00;347.214,07
02.01.721.0892.α;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων;1.235.000,00;165.000,00;1.400.000,00;347.214,07;1.052.785,93;347.214,07;1.052.785,93;113.806,37;1.286.193,63;113.806,37;1.286.193,63;0,00;0,00;-347.214,07;1.400.000,00;347.214,07
02.01.721.0899;Λοιπές ειδικές αμοιβές;350.000,00;155.000,00;505.000,00;89.172,43;415.827,57;89.172,43;415.827,57;101.012,43;403.987,57;66.672,43;438.327,57;34.340,00;0,00;-89.172,43;505.000,00;89.172,43
02.01.721.0899.α;Λοιπές ειδικές αμοιβές;350.000,00;155.000,00;505.000,00;89.172,43;415.827,57;89.172,43;415.827,57;101.012,43;403.987,57;66.672,43;438.327,57;34.340,00;0,00;-89.172,43;505.000,00;89.172,43
02.01.721.1000;Προμήθειες αγαθών και κεφαλαιακού εξοπλισμού;2.084.852,00;314.197,40;2.399.049,40;411.432,79;1.987.616,61;414.164,62;1.984.884,78;414.099,32;1.984.950,08;378.599,32;2.020.450,08;35.500,00;0,00;-414.164,62;2.399.049,40;411.432,79
02.01.721.1100;Προμήθεια ειδών εξοπλισμού υπηρεσιών, εργαστηρίων, κλπ.;407.000,00;0,00;407.000,00;99.052,57;307.947,43;100.942,17;306.057,83;99.052,57;307.947,43;99.052,57;307.947,43;0,00;0,00;-100.942,17;407.000,00;99.052,57
02.01.721.1110;Προμήθεια ειδών γραφικής ύλης, υλικών εκτύπωσεις και μικροεξοπισμού;400.000,00;0,00;400.000,00;98.402,96;301.597,04;100.292,56;299.707,44;98.402,96;301.597,04;98.402,96;301.597,04;0,00;0,00;-100.292,56;400.000,00;98.402,96
02.01.721.1111;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;400.000,00;0,00;400.000,00;98.402,96;301.597,04;100.292,56;299.707,44;98.402,96;301.597,04;98.402,96;301.597,04;0,00;0,00;-100.292,56;400.000,00;98.402,96
02.01.721.1111.α;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;400.000,00;0,00;400.000,00;98.402,96;301.597,04;100.292,56;299.707,44;98.402,96;301.597,04;98.402,96;301.597,04;0,00;0,00;-100.292,56;400.000,00;98.402,96
02.01.721.1120;Προμήθεια έντυπου υλικού;5.000,00;0,00;5.000,00;649,61;4.350,39;649,61;4.350,39;649,61;4.350,39;649,61;4.350,39;0,00;0,00;-649,61;5.000,00;649,61
02.01.721.1121;Προμήθεια βιβλίων, συγγραμμάτων, περιοδικών, εφημερίδων και λοιπών συναφών εκδόσεων;5.000,00;0,00;5.000,00;649,61;4.350,39;649,61;4.350,39;649,61;4.350,39;649,61;4.350,39;0,00;0,00;-649,61;5.000,00;649,61
02.01.721.1121.α;Προμήθεια βιβλίων, συγγραμμάτων, περιοδικών, εφημερίδων και λοιπών συναφών εκδόσεων;5.000,00;0,00;5.000,00;649,61;4.350,39;649,61;4.350,39;649,61;4.350,39;649,61;4.350,39;0,00;0,00;-649,61;5.000,00;649,61
02.01.721.1130;Προμήθεια εκπαιδευτικού υλικού;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00
02.01.721.1131;Προμήθεια εκπαιδευτικού υλικού;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00
02.01.721.1131.α;Προμήθεια εκπαιδευτικού υλικού;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00;0,00
02.01.721.1200;Προμήθεια υγειονομικού, φαρμακευτικού υλικού και ειδών καθαριότητας;100.000,00;10.000,00;110.000,00;9.929,28;100.070,72;9.929,28;100.070,72;9.929,28;100.070,72;9.929,28;100.070,72;0,00;0,00;-9.929,28;110.000,00;9.929,28
02.01.721.1210;Προμήθεια υγειονομικών, φαρμακευτικών και ορθοπεδικών ειδών;60.000,00;0,00;60.000,00;2.773,78;57.226,22;2.773,78;57.226,22;2.773,78;57.226,22;2.773,78;57.226,22;0,00;0,00;-2.773,78;60.000,00;2.773,78
02.01.721.1211;Προμήθεια υγειονομικού και φαρμακευτικού υλικού;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.1211.α;Προμήθεια υγειονομικού και φαρμακευτικού υλικού;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.1214;Προμήθεια κτηνιατρικού υλικού;50.000,00;0,00;50.000,00;2.773,78;47.226,22;2.773,78;47.226,22;2.773,78;47.226,22;2.773,78;47.226,22;0,00;0,00;-2.773,78;50.000,00;2.773,78
02.01.721.1214.α;Προμήθεια κτηνιατρικού υλικού;50.000,00;0,00;50.000,00;2.773,78;47.226,22;2.773,78;47.226,22;2.773,78;47.226,22;2.773,78;47.226,22;0,00;0,00;-2.773,78;50.000,00;2.773,78
02.01.721.1230;Προμήθεια ειδών καθαριότητας;40.000,00;10.000,00;50.000,00;7.155,50;42.844,50;7.155,50;42.844,50;7.155,50;42.844,50;7.155,50;42.844,50;0,00;0,00;-7.155,50;50.000,00;7.155,50
02.01.721.1231;Προμήθεια ειδών καθαριότητας;40.000,00;10.000,00;50.000,00;7.155,50;42.844,50;7.155,50;42.844,50;7.155,50;42.844,50;7.155,50;42.844,50;0,00;0,00;-7.155,50;50.000,00;7.155,50
02.01.721.1231.α;Προμήθεια ειδών καθαριότητας;40.000,00;10.000,00;50.000,00;7.155,50;42.844,50;7.155,50;42.844,50;7.155,50;42.844,50;7.155,50;42.844,50;0,00;0,00;-7.155,50;50.000,00;7.155,50
02.01.721.1300;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων και εξοπλισμού;220.000,00;30.000,00;250.000,00;33.248,84;216.751,16;33.248,84;216.751,16;33.248,84;216.751,16;33.248,84;216.751,16;0,00;0,00;-33.248,84;250.000,00;33.248,84
02.01.721.1310;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;20.000,00;30.000,00;50.000,00;714,45;49.285,55;714,45;49.285,55;714,45;49.285,55;714,45;49.285,55;0,00;0,00;-714,45;50.000,00;714,45
02.01.721.1311;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;20.000,00;30.000,00;50.000,00;714,45;49.285,55;714,45;49.285,55;714,45;49.285,55;714,45;49.285,55;0,00;0,00;-714,45;50.000,00;714,45
02.01.721.1311.α;Προμήθεια ειδών συντήρησης και επισκευής εγκαταστάσεων;20.000,00;30.000,00;50.000,00;714,45;49.285,55;714,45;49.285,55;714,45;49.285,55;714,45;49.285,55;0,00;0,00;-714,45;50.000,00;714,45
02.01.721.1320;Προμήθεια ειδών συντήρησης και επισκευής εξοπλισμού;200.000,00;0,00;200.000,00;32.534,39;167.465,61;32.534,39;167.465,61;32.534,39;167.465,61;32.534,39;167.465,61;0,00;0,00;-32.534,39;200.000,00;32.534,39
02.01.721.1321;Προμήθεια ειδών συντήρησης και επισκευής μεταφορικών μέσων ξηράς γενικά;40.000,00;0,00;40.000,00;13.083,58;26.916,42;13.083,58;26.916,42;13.083,58;26.916,42;13.083,58;26.916,42;0,00;0,00;-13.083,58;40.000,00;13.083,58
02.01.721.1321.α;;40.000,00;0,00;40.000,00;13.083,58;26.916,42;13.083,58;26.916,42;13.083,58;26.916,42;13.083,58;26.916,42;0,00;0,00;-13.083,58;40.000,00;13.083,58
02.01.721.1329;Προμήθεια ειδών συντήρησης και επισκευής κάθε είδους λοιπού εξοπλισμού;160.000,00;0,00;160.000,00;19.450,81;140.549,19;19.450,81;140.549,19;19.450,81;140.549,19;19.450,81;140.549,19;0,00;0,00;-19.450,81;160.000,00;19.450,81
02.01.721.1329.α;Προμήθεια ειδών συντήρησης και επισκευής κάθε είδους λοιπού εξοπλισμού;160.000,00;0,00;160.000,00;19.450,81;140.549,19;19.450,81;140.549,19;19.450,81;140.549,19;19.450,81;140.549,19;0,00;0,00;-19.450,81;160.000,00;19.450,81
02.01.721.1400;Προμήθεια ειδών διατροφής, ιματισμού, υπόδησης,εξάρτησης, εστίασης, καταασκήνωσης και άθλησης.;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;0,00;0,00;40.000,00;0,00
02.01.721.1420;Προμήθεια ειδών ιματισμού, υπόδησης και εξάρτυσης;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;40.000,00;0,00;0,00;0,00;40.000,00;0,00
02.01.721.1421;Προμήθεια ιματισμού, υφασμάτων και συναφών υλικών;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;25.000,00;0,00
02.01.721.1421.α;Προμήθεια ιματισμού, υφασμάτων & συναφών υλικών;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;25.000,00;0,00
02.01.721.1423;Προμήθεια ειδών υπόδησης;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.721.1423.α;Προμήθεια ειδών υπόδησης;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.721.1500;Προμήθεις καυσίμων και λιπαντικών;739.218,00;200.000,00;939.218,00;188.138,50;751.079,50;188.980,73;750.237,27;192.282,83;746.935,17;157.282,83;781.935,17;35.000,00;0,00;-188.980,73;939.218,00;188.138,50
02.01.721.1510;Προμήθεια καυσίμων και λιπαντικών;739.218,00;200.000,00;939.218,00;188.138,50;751.079,50;188.980,73;750.237,27;192.282,83;746.935,17;157.282,83;781.935,17;35.000,00;0,00;-188.980,73;939.218,00;188.138,50
02.01.721.1511;Προμήθεια καυσίμων και λιπαντικών;389.218,00;150.000,00;539.218,00;67.800,51;471.417,49;67.939,50;471.278,50;76.587,07;462.630,93;41.587,07;497.630,93;35.000,00;0,00;-67.939,50;539.218,00;67.800,51
02.01.721.1511.α;Προμήθεια καυσίμων και λιπαντικών;385.500,00;150.000,00;535.500,00;67.800,51;467.699,49;67.939,50;467.560,50;76.587,07;458.912,93;41.587,07;493.912,93;35.000,00;0,00;-67.939,50;535.500,00;67.800,51
02.01.721.1511.δ.λ;Προμήθεια καυσίμων και λιπαντικών;3.718,00;0,00;3.718,00;0,00;3.718,00;0,00;3.718,00;0,00;3.718,00;0,00;3.718,00;0,00;0,00;0,00;3.718,00;0,00
02.01.721.1512;Καύσιμα θέρμανσης κλπ και δαπάνες κοινοχρήστων;350.000,00;50.000,00;400.000,00;120.337,99;279.662,01;121.041,23;278.958,77;115.695,76;284.304,24;115.695,76;284.304,24;0,00;0,00;-121.041,23;400.000,00;120.337,99
02.01.721.1512.α;Καύσιμα θέρμανσης κλπ και δαπάνες κοινοχρήστων;350.000,00;50.000,00;400.000,00;120.337,99;279.662,01;121.041,23;278.958,77;115.695,76;284.304,24;115.695,76;284.304,24;0,00;0,00;-121.041,23;400.000,00;120.337,99
02.01.721.1600;Διάφορες Προμήθειες;113.634,00;33.000,00;146.634,00;21.942,72;124.691,28;21.942,72;124.691,28;20.464,92;126.169,08;19.964,92;126.669,08;500,00;0,00;-21.942,72;146.634,00;21.942,72
02.01.721.1640;Προμήθεια χρωμάτων, χημικών και λοιπών συναφών υλικών;10.000,00;10.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.1641;Προμήθεια χρωμάτων και λοιπών συναφών υλικών;10.000,00;10.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.1641.α;Προμήθεια χρωμάτων και λοιπών συναφών υλικών;10.000,00;10.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.1690;Προμήθειες λοιπών υλικών;103.634,00;23.000,00;126.634,00;21.942,72;104.691,28;21.942,72;104.691,28;20.464,92;106.169,08;19.964,92;106.669,08;500,00;0,00;-21.942,72;126.634,00;21.942,72
02.01.721.1699;Λοιπές προμήθειες;103.634,00;23.000,00;126.634,00;21.942,72;104.691,28;21.942,72;104.691,28;20.464,92;106.169,08;19.964,92;106.669,08;500,00;0,00;-21.942,72;126.634,00;21.942,72
02.01.721.1699.α;Λοιπές προμήθειες;100.000,00;0,00;100.000,00;21.942,72;78.057,28;21.942,72;78.057,28;20.464,92;79.535,08;19.964,92;80.035,08;500,00;0,00;-21.942,72;100.000,00;21.942,72
02.01.721.1699.δ.λ;Λοιπές προμήθειες;3.634,00;23.000,00;26.634,00;0,00;26.634,00;0,00;26.634,00;0,00;26.634,00;0,00;26.634,00;0,00;0,00;0,00;26.634,00;0,00
02.01.721.1700;Προμήθεια κεφαλαιακού εξοπλισμού;465.000,00;41.197,40;506.197,40;59.120,88;447.076,52;59.120,88;447.076,52;59.120,88;447.076,52;59.120,88;447.076,52;0,00;0,00;-59.120,88;506.197,40;59.120,88
02.01.721.1710;Προμήθεια ειδών εξοπλισμού γραφείων, εργαστηρίων κλπ;200.000,00;36.197,40;236.197,40;2.023,35;234.174,05;2.023,35;234.174,05;2.023,35;234.174,05;2.023,35;234.174,05;0,00;0,00;-2.023,35;236.197,40;2.023,35
02.01.721.1711;Προμήθεια επίπλων;50.000,00;18.000,00;68.000,00;2.023,35;65.976,65;2.023,35;65.976,65;2.023,35;65.976,65;2.023,35;65.976,65;0,00;0,00;-2.023,35;68.000,00;2.023,35
02.01.721.1711.α;Προμήθεια επίπλων;50.000,00;18.000,00;68.000,00;2.023,35;65.976,65;2.023,35;65.976,65;2.023,35;65.976,65;2.023,35;65.976,65;0,00;0,00;-2.023,35;68.000,00;2.023,35
02.01.721.1712;Προμήθεια συσκευών θέρμανσης και κλιματισμού;50.000,00;18.197,40;68.197,40;0,00;68.197,40;0,00;68.197,40;0,00;68.197,40;0,00;68.197,40;0,00;0,00;0,00;68.197,40;0,00
02.01.721.1712.α;Προμήθεια συσκευών θέρμανσης και κλιματισμού;50.000,00;18.197,40;68.197,40;0,00;68.197,40;0,00;68.197,40;0,00;68.197,40;0,00;68.197,40;0,00;0,00;0,00;68.197,40;0,00
02.01.721.1713;Προμήθεια γραφομηχανών, μηχανημάτων φωτοαντιγραφής κλπ μηχανών γραφείου;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00
02.01.721.1713.α;Προμήθεια γραφομηχανών, μηχανημάτων φωτοαντιγραφής κλπ μηχανών γραφείου;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00
02.01.721.1720;Προμήθεια μηχανικού και λοιπού εξοπλισμού;265.000,00;5.000,00;270.000,00;57.097,53;212.902,47;57.097,53;212.902,47;57.097,53;212.902,47;57.097,53;212.902,47;0,00;0,00;-57.097,53;270.000,00;57.097,53
02.01.721.1723;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;170.000,00;5.000,00;175.000,00;56.538,86;118.461,14;56.538,86;118.461,14;56.538,86;118.461,14;56.538,86;118.461,14;0,00;0,00;-56.538,86;175.000,00;56.538,86
02.01.721.1723.α;Προμήθεια ηλεκτρονικών υπολογιστών προγραμμάτων και λοιπών υλικών;170.000,00;5.000,00;175.000,00;56.538,86;118.461,14;56.538,86;118.461,14;56.538,86;118.461,14;56.538,86;118.461,14;0,00;0,00;-56.538,86;175.000,00;56.538,86
02.01.721.1725;Προμήθεια κάθε είδους τηλεπικοινωνιακού, μετεωρολογικού και λοιπού συναφούς ηλεκτρονικού εξοπλισμού;80.000,00;0,00;80.000,00;263,47;79.736,53;263,47;79.736,53;263,47;79.736,53;263,47;79.736,53;0,00;0,00;-263,47;80.000,00;263,47
02.01.721.1725.α;Προμήθεια κάθε είδους τηλεπικοινωνιακού, μετεωρολογικού και λοιπού συναφούς ηλεκτρονικού εξοπλισμού;80.000,00;0,00;80.000,00;263,47;79.736,53;263,47;79.736,53;263,47;79.736,53;263,47;79.736,53;0,00;0,00;-263,47;80.000,00;263,47
02.01.721.1729;Προμήθεια κάθε είδους μηχανικού και λοιπού εξοπλισμού;15.000,00;0,00;15.000,00;295,20;14.704,80;295,20;14.704,80;295,20;14.704,80;295,20;14.704,80;0,00;0,00;-295,20;15.000,00;295,20
02.01.721.1729.α;;15.000,00;0,00;15.000,00;295,20;14.704,80;295,20;14.704,80;295,20;14.704,80;295,20;14.704,80;0,00;0,00;-295,20;15.000,00;295,20
02.01.721.3000;Πληρωμές που αντικρύζονται από πραμγατοποιούμενα έσοδα;150.000,00;0,00;150.000,00;64.061,11;85.938,89;64.061,11;85.938,89;14.080,86;135.919,14;14.080,86;135.919,14;0,00;0,00;-64.061,11;150.000,00;64.061,11
02.01.721.3100;Επιστροφές όσων εισπράκτηκαν χωρίς να οφείλονται;70.000,00;0,00;70.000,00;58.284,07;11.715,93;58.284,07;11.715,93;8.303,82;61.696,18;8.303,82;61.696,18;0,00;0,00;-58.284,07;70.000,00;58.284,07
02.01.721.3190;Από άλλες περιπτώσεις;70.000,00;0,00;70.000,00;58.284,07;11.715,93;58.284,07;11.715,93;8.303,82;61.696,18;8.303,82;61.696,18;0,00;0,00;-58.284,07;70.000,00;58.284,07
02.01.721.3199;Λοιπές επιστροφές εσόδων;70.000,00;0,00;70.000,00;58.284,07;11.715,93;58.284,07;11.715,93;8.303,82;61.696,18;8.303,82;61.696,18;0,00;0,00;-58.284,07;70.000,00;58.284,07
02.01.721.3199.α;Λοιπές επιστροφές εσόδων;70.000,00;0,00;70.000,00;58.284,07;11.715,93;58.284,07;11.715,93;8.303,82;61.696,18;8.303,82;61.696,18;0,00;0,00;-58.284,07;70.000,00;58.284,07
02.01.721.3300;Δαπάνες εκμετάλλευσης κρατικής περιουσίας;80.000,00;0,00;80.000,00;5.777,04;74.222,96;5.777,04;74.222,96;5.777,04;74.222,96;5.777,04;74.222,96;0,00;0,00;-5.777,04;80.000,00;5.777,04
02.01.721.3390;Απόδειξη είσπραξης για λογ/σμό ΟΤΑ;80.000,00;0,00;80.000,00;5.777,04;74.222,96;5.777,04;74.222,96;5.777,04;74.222,96;5.777,04;74.222,96;0,00;0,00;-5.777,04;80.000,00;5.777,04
02.01.721.3391;Απόδοση εισπράξεων για λογαριασμό του Δημοσίου;50.000,00;0,00;50.000,00;5.777,04;44.222,96;5.777,04;44.222,96;5.777,04;44.222,96;5.777,04;44.222,96;0,00;0,00;-5.777,04;50.000,00;5.777,04
02.01.721.3391.α;Απόδοση των εισπράξεων για λογαριασμό του Δημοσίου;50.000,00;0,00;50.000,00;5.777,04;44.222,96;5.777,04;44.222,96;5.777,04;44.222,96;5.777,04;44.222,96;0,00;0,00;-5.777,04;50.000,00;5.777,04
02.01.721.3393;Απόδειξη είσπραξης για λογ/σμό ΟΤΑ;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;30.000,00;0,00
02.01.721.3393.α;Απόδειξη είσπραξης για λογ/σμό ΟΤΑ;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;30.000,00;0,00;0,00;0,00;30.000,00;0,00
02.01.721.5000;Διάφορες κοινές ή σύνθετες δαπάνες Υπουργείων και Νομαρχιών που δεν έχουν ενταχθεί σε κάποια από τις γενικές κατηγορίες του Κώδικα;321.432,85;50.000,00;371.432,85;19.977,51;351.455,34;6.186,98;365.245,87;489,54;370.943,31;489,54;370.943,31;0,00;0,00;-6.186,98;371.432,85;19.977,51
02.01.721.5100;Διάφορες σύνθετες δαπάνες;154.022,97;50.000,00;204.022,97;19.977,51;184.045,46;6.186,98;197.835,99;489,54;203.533,43;489,54;203.533,43;0,00;0,00;-6.186,98;204.022,97;19.977,51
02.01.721.5150;Κάθε είδους δαπάνες πολιτικής σχεδίασης εκτακτών αναγκών (ΠΣΕΑ);129.022,97;50.000,00;179.022,97;19.827,51;159.195,46;6.036,98;172.985,99;489,54;178.533,43;489,54;178.533,43;0,00;0,00;-6.036,98;179.022,97;19.827,51
02.01.721.5152;Κάθε είδους δαπάνες πολιτικής σχεδίασης εκτακτών αναγκών (ΠΣΕΑ);129.022,97;50.000,00;179.022,97;19.827,51;159.195,46;6.036,98;172.985,99;489,54;178.533,43;489,54;178.533,43;0,00;0,00;-6.036,98;179.022,97;19.827,51
02.01.721.5152.α;Κάθε είδους δαπάνες πολιτικής σχεδίασης εκτακτών αναγκών (ΠΣΕΑ);100.000,00;50.000,00;150.000,00;6.036,98;143.963,02;6.036,98;143.963,02;489,54;149.510,46;489,54;149.510,46;0,00;0,00;-6.036,98;150.000,00;6.036,98
02.01.721.5152.δ;Κάθε είδους δαπάνες πολιτικής σχεδίασης εκτακτών αναγκών (ΠΣΕΑ);29.022,97;0,00;29.022,97;13.790,53;15.232,44;0,00;29.022,97;0,00;29.022,97;0,00;29.022,97;0,00;0,00;0,00;29.022,97;13.790,53
02.01.721.5160;Δαπάνες εθνικού χαρακτήρα;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.5161;Δαπάνες εθνικού χαρακτήρα;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.5161.α;Δαπάνες εθνικού χαρακτήρα;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.5190;Δαπάνες αποζημιώσεων, ειδικών παροχών και κινήτρων;15.000,00;0,00;15.000,00;150,00;14.850,00;150,00;14.850,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;-150,00;15.000,00;150,00
02.01.721.5192;Δαπάνες αποζημίωσεις πολιτών του άρθου 5ν.1943/91;15.000,00;0,00;15.000,00;150,00;14.850,00;150,00;14.850,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;-150,00;15.000,00;150,00
02.01.721.5192.α;Δαπάνες αποζημίωσεις πολιτών του άρθου 5ν.1943/91;15.000,00;0,00;15.000,00;150,00;14.850,00;150,00;14.850,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;-150,00;15.000,00;150,00
02.01.721.5200;Διάφορες σύνθετες δαπάνες;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;0,00;0,00;167.409,88;0,00
02.01.721.5260;Δαπάνες εκλογών;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;167.409,88;0,00;0,00;0,00;167.409,88;0,00
02.01.721.5261;Διάφορες δαπάνες για τη διενέργεια βουλευτικών, κοινοτικών, δημοτικών εκλογών και ευροεκλογών;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;0,00;0,00;119.542,08;0,00
02.01.721.5261.δ;Διάφορες δαπάνες για τη διενέργεια βουλευτικών, κοινοτικών, δημοτικών εκλογών και ευροεκλογών;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;119.542,08;0,00;0,00;0,00;119.542,08;0,00
02.01.721.5262;Οδοιπορικά, αποζημίωση και έξοδα κίνησης προσώπων που απασχολούνται με τη διενέργεια εκλογών;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;0,00;0,00;47.867,80;0,00
02.01.721.5262.δ;Οδοιπορικά, αποζημίωση και έξοδα κίνησης προσώπων που απασχολούνται με τη διενέργεια εκλογών;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;47.867,80;0,00;0,00;0,00;47.867,80;0,00
02.01.721.7000;Απαλλοτριώσεις, αγορές, ανεγέρσεις και εκτελέσεις έργων;13.456.124,13;-1.971.566,09;11.484.558,04;4.643.585,73;6.840.972,31;4.643.585,73;6.840.972,31;4.463.941,77;7.020.616,27;4.463.941,77;7.020.616,27;0,00;0,00;-4.643.585,73;11.484.558,04;4.643.585,73
