Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Παραστατικά Εσόδων;Υπόλοιπο Παρ. Εσόδων ως προς Δ.Π.;Βεβαιωθέντα;Διαγραφές Παραγραφές;Τελικά Βεβαιωθέντα;Υπόλοιπο Βεβαιωθέντων    ως προς Δ.Π.;Εισπραχθέντα;Υπόλοιπο Εισπραχθέντων    ως προς Δ.Π.;Υπόλοιπο (Βεβαιωθέντα - Εισπραχθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.
06.01.721.5111.α.01;Υπηρεσίες Διοίκησης;0,00;3.498,60;3.498,60;4.699,95;-1.201,35;4.699,95;0,00;4.699,95;-1.201,35;4.699,95;-1.201,35;0,00;0,00;-4.699,95;3.498,60
06.01.721.5500;Επιστροφές Χρημάτων;0,00;17.770,83;17.770,83;27.846,62;-10.075,79;27.846,62;0,00;27.846,62;-10.075,79;27.846,62;-10.075,79;0,00;0,00;-27.846,62;17.770,83
06.01.721.5510;Επιστροφή χρημάτων για τακτοποίηση χρηματικών ενταλμάτων και προκαταβολών.;0,00;17.770,83;17.770,83;28.932,75;-11.161,92;28.932,75;0,00;28.932,75;-11.161,92;28.932,75;-11.161,92;0,00;0,00;-28.932,75;17.770,83
06.01.721.5511;Επιστροφή χρημάτων για τακτοποίηση ΧΕΠ;0,00;17.770,83;17.770,83;28.932,75;-11.161,92;28.932,75;0,00;28.932,75;-11.161,92;28.932,75;-11.161,92;0,00;0,00;-28.932,75;17.770,83
06.01.721.5511.α;Επιστροφή χρημάτων για τακτοποίηση  ΧΕΠ 2486-70;0,00;17.770,83;17.770,83;28.932,75;-11.161,92;28.932,75;0,00;28.932,75;-11.161,92;28.932,75;-11.161,92;0,00;0,00;-28.932,75;17.770,83
06.01.721.5520;Επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται.;0,00;0,00;0,00;-1.086,13;1.086,13;-1.086,13;0,00;-1.086,13;1.086,13;-1.086,13;1.086,13;0,00;0,00;1.086,13;0,00
06.01.721.5529;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;0,00;0,00;-1.086,13;1.086,13;-1.086,13;0,00;-1.086,13;1.086,13;-1.086,13;1.086,13;0,00;0,00;1.086,13;0,00
06.01.721.5529.α;Λοιπές επιστροφές ποσών που καταβλήθηκαν χωρίς να οφείλονται (002486-70).;0,00;0,00;0,00;-1.086,13;1.086,13;-1.086,13;0,00;-1.086,13;1.086,13;-1.086,13;1.086,13;0,00;0,00;1.086,13;0,00
06.01.721.6000;Έκτακτα έσοδα;0,00;0,00;0,00;1.906,72;-1.906,72;1.906,72;0,00;1.906,72;-1.906,72;1.906,72;-1.906,72;0,00;0,00;-1.906,72;0,00
06.01.721.6600;Λοιπά έσοδα;0,00;0,00;0,00;1.906,72;-1.906,72;1.906,72;0,00;1.906,72;-1.906,72;1.906,72;-1.906,72;0,00;0,00;-1.906,72;0,00
06.01.721.6610;Απολήψεις έναντι εξόδων που έγιναν;0,00;0,00;0,00;1.906,72;-1.906,72;1.906,72;0,00;1.906,72;-1.906,72;1.906,72;-1.906,72;0,00;0,00;-1.906,72;0,00
06.01.721.6611;Έσοδα για δαπάνες που έγιναν;0,00;0,00;0,00;1.906,72;-1.906,72;1.906,72;0,00;1.906,72;-1.906,72;1.906,72;-1.906,72;0,00;0,00;-1.906,72;0,00
06.01.721.6611.α;ΔΕΗ (002485-27).;0,00;0,00;0,00;1.906,72;-1.906,72;1.906,72;0,00;1.906,72;-1.906,72;1.906,72;-1.906,72;0,00;0,00;-1.906,72;0,00
06.01.721.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;14.000.000,00;8.528.853,10;22.528.853,10;0,00;22.528.853,10;0,00;0,00;0,00;22.528.853,10;0,00;22.528.853,10;0,00;0,00;0,00;22.528.853,10
06.01.721.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);14.000.000,00;8.528.853,10;22.528.853,10;0,00;22.528.853,10;0,00;0,00;0,00;22.528.853,10;0,00;22.528.853,10;0,00;0,00;0,00;22.528.853,10
06.01.721.Τ120.02;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (3290-8);0,00;134.719,11;134.719,11;0,00;134.719,11;0,00;0,00;0,00;134.719,11;0,00;134.719,11;0,00;0,00;0,00;134.719,11
06.01.721.Τ120.04;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2485-27);3.500.000,00;0,00;3.500.000,00;0,00;3.500.000,00;0,00;0,00;0,00;3.500.000,00;0,00;3.500.000,00;0,00;0,00;0,00;3.500.000,00
06.01.721.Τ120.05;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2486-70);6.500.000,00;3.326.675,66;9.826.675,66;0,00;9.826.675,66;0,00;0,00;0,00;9.826.675,66;0,00;9.826.675,66;0,00;0,00;0,00;9.826.675,66
06.01.721.Τ120.07;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2488-59);0,00;42.676,12;42.676,12;0,00;42.676,12;0,00;0,00;0,00;42.676,12;0,00;42.676,12;0,00;0,00;0,00;42.676,12
06.01.721.Τ120.11;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2461-64);4.000.000,00;5.021.820,56;9.021.820,56;0,00;9.021.820,56;0,00;0,00;0,00;9.021.820,56;0,00;9.021.820,56;0,00;0,00;0,00;9.021.820,56
06.01.721.Τ120.13;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών(11-255754-5);0,00;2.961,65;2.961,65;0,00;2.961,65;0,00;0,00;0,00;2.961,65;0,00;2.961,65;0,00;0,00;0,00;2.961,65
06.01.722;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ (τ.Ν.Τ.);430.000,00;337.603,73;767.603,73;130.488,33;637.115,40;130.488,33;0,00;130.488,33;637.115,40;130.488,33;637.115,40;0,00;0,00;-130.488,33;767.603,73
06.01.722.1000;Φόροι-Τέλη και Δικαιώματα υπέρ Ν.Π.Δ.Δ.;140.000,00;92.316,20;232.316,20;92.316,20;140.000,00;92.316,20;0,00;92.316,20;140.000,00;92.316,20;140.000,00;0,00;0,00;-92.316,20;232.316,20
06.01.722.1200;Έσοδα από τέλη και δικαιώματα;140.000,00;92.316,20;232.316,20;92.316,20;140.000,00;92.316,20;0,00;92.316,20;140.000,00;92.316,20;140.000,00;0,00;0,00;-92.316,20;232.316,20
06.01.722.1222;Τέλη χρήσης οδών κ.λ.π;140.000,00;0,00;140.000,00;0,00;140.000,00;0,00;0,00;0,00;140.000,00;0,00;140.000,00;0,00;0,00;0,00;140.000,00
06.01.722.1290;Έσοδα απο τέλη και δικαιώματα;0,00;92.316,20;92.316,20;92.316,20;0,00;92.316,20;0,00;92.316,20;0,00;92.316,20;0,00;0,00;0,00;-92.316,20;92.316,20
06.01.722.1299;Έσοδα απο λοιπά τέλη και δικαιώματα;0,00;92.316,20;92.316,20;92.316,20;0,00;92.316,20;0,00;92.316,20;0,00;92.316,20;0,00;0,00;0,00;-92.316,20;92.316,20
06.01.722.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;7.352,70;7.352,70;13.778,39;-6.425,69;13.778,39;0,00;13.778,39;-6.425,69;13.778,39;-6.425,69;0,00;0,00;-13.778,39;7.352,70
06.01.722.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια ,Κινητές αξίες και λοιπές περιπτώσεις;0,00;7.352,70;7.352,70;13.778,39;-6.425,69;13.778,39;0,00;13.778,39;-6.425,69;13.778,39;-6.425,69;0,00;0,00;-13.778,39;7.352,70
06.01.722.3510;Τόκοι κεφαλαίων;0,00;7.352,70;7.352,70;13.778,39;-6.425,69;13.778,39;0,00;13.778,39;-6.425,69;13.778,39;-6.425,69;0,00;0,00;-13.778,39;7.352,70
06.01.722.3511;Τόκοι από καταθέσεις σε Τράπεζες (002481-49).;0,00;7.352,70;7.352,70;13.778,39;-6.425,69;13.778,39;0,00;13.778,39;-6.425,69;13.778,39;-6.425,69;0,00;0,00;-13.778,39;7.352,70
06.01.722.5000;Λοιπά Εσοδα;5.000,00;3.829,00;8.829,00;8.989,01;-160,01;8.989,01;0,00;8.989,01;-160,01;8.989,01;-160,01;0,00;0,00;-8.989,01;8.829,00
06.01.722.5500;Επιστροφές Χρημάτων;0,00;0,00;0,00;0,01;-0,01;0,01;0,00;0,01;-0,01;0,01;-0,01;0,00;0,00;-0,01;0,00
06.01.722.5520;Επιστροφές ποσών που καταβλήθηκαν  χωρίς να οφείλονται;0,00;0,00;0,00;0,01;-0,01;0,01;0,00;0,01;-0,01;0,01;-0,01;0,00;0,00;-0,01;0,00
06.01.722.5529;Λοιπές επιστροφές ποσών που καταβάλλονται χωρίς να οφείλονται;0,00;0,00;0,00;0,01;-0,01;0,01;0,00;0,01;-0,01;0,01;-0,01;0,00;0,00;-0,01;0,00
06.01.722.5600;Έσοδα από λοιπές περιπτώσεις;5.000,00;3.829,00;8.829,00;8.989,00;-160,00;8.989,00;0,00;8.989,00;-160,00;8.989,00;-160,00;0,00;0,00;-8.989,00;8.829,00
06.01.722.5680;Διάφορα Έσοδα;5.000,00;3.829,00;8.829,00;8.989,00;-160,00;8.989,00;0,00;8.989,00;-160,00;8.989,00;-160,00;0,00;0,00;-8.989,00;8.829,00
06.01.722.5689;Λοιπά έσοδα που δεν κατονομάζονται ειδικά - ενοίκια.;5.000,00;3.829,00;8.829,00;8.989,00;-160,00;8.989,00;0,00;8.989,00;-160,00;8.989,00;-160,00;0,00;0,00;-8.989,00;8.829,00
06.01.722.6000;Έκτακτα έσοδα;5.000,00;0,00;5.000,00;15.404,73;-10.404,73;15.404,73;0,00;15.404,73;-10.404,73;15.404,73;-10.404,73;0,00;0,00;-15.404,73;5.000,00
06.01.722.6600;Λοιπά έσοδα;5.000,00;0,00;5.000,00;15.404,73;-10.404,73;15.404,73;0,00;15.404,73;-10.404,73;15.404,73;-10.404,73;0,00;0,00;-15.404,73;5.000,00
06.01.722.6660;Έσοδα από λοιπές περιπτώσεις;5.000,00;0,00;5.000,00;15.404,73;-10.404,73;15.404,73;0,00;15.404,73;-10.404,73;15.404,73;-10.404,73;0,00;0,00;-15.404,73;5.000,00
06.01.722.6669;Διάφορα έσοδα - φθορές;5.000,00;0,00;5.000,00;15.404,73;-10.404,73;15.404,73;0,00;15.404,73;-10.404,73;15.404,73;-10.404,73;0,00;0,00;-15.404,73;5.000,00
06.01.722.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;280.000,00;234.105,83;514.105,83;0,00;514.105,83;0,00;0,00;0,00;514.105,83;0,00;514.105,83;0,00;0,00;0,00;514.105,83
06.01.722.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2481-49);280.000,00;234.105,83;514.105,83;0,00;514.105,83;0,00;0,00;0,00;514.105,83;0,00;514.105,83;0,00;0,00;0,00;514.105,83
06.01.723;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΑΝΑΠΤΥΞΙΑΚΟΣ ΠΡΟΫΠΟΛΟΓΙΣΜΟΣ;2.602.000,00;-87.392,74;2.514.607,26;1.261.323,39;1.253.283,87;1.260.322,39;0,00;1.260.322,39;1.254.284,87;1.260.322,39;1.254.284,87;0,00;0,00;-1.261.323,39;2.514.607,26
06.01.723.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;18.643,39;18.643,39;36.181,63;-17.538,24;36.181,63;0,00;36.181,63;-17.538,24;36.181,63;-17.538,24;0,00;0,00;-36.181,63;18.643,39
06.01.723.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;18.643,39;18.643,39;36.181,63;-17.538,24;36.181,63;0,00;36.181,63;-17.538,24;36.181,63;-17.538,24;0,00;0,00;-36.181,63;18.643,39
06.01.723.3510;Τόκοι κεφαλαίων;0,00;18.643,39;18.643,39;36.181,63;-17.538,24;36.181,63;0,00;36.181,63;-17.538,24;36.181,63;-17.538,24;0,00;0,00;-36.181,63;18.643,39
06.01.723.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;18.643,39;18.643,39;36.181,63;-17.538,24;36.181,63;0,00;36.181,63;-17.538,24;36.181,63;-17.538,24;0,00;0,00;-36.181,63;18.643,39
06.01.723.3511.α;Τόκοι από καταθέσεις σε Τράπεζες (002462-10).;0,00;14.303,86;14.303,86;27.087,39;-12.783,53;27.087,39;0,00;27.087,39;-12.783,53;27.087,39;-12.783,53;0,00;0,00;-27.087,39;14.303,86
06.01.723.3511.γ;Τόκοι από καταθέσεις σε Τράπεζες (002493-79).;0,00;32,38;32,38;72,69;-40,31;72,69;0,00;72,69;-40,31;72,69;-40,31;0,00;0,00;-72,69;32,38
06.01.723.3511.δ;Τόκοι από καταθέσεις σε Τράπεζες (002492-36).;0,00;0,20;0,20;0,38;-0,18;0,38;0,00;0,38;-0,18;0,38;-0,18;0,00;0,00;-0,38;0,20
06.01.723.3511.ζ;Τόκοι από καταθέσεις σε Τράπεζες (002505-27).;0,00;1.660,17;1.660,17;3.828,59;-2.168,42;3.828,59;0,00;3.828,59;-2.168,42;3.828,59;-2.168,42;0,00;0,00;-3.828,59;1.660,17
06.01.723.3511.η;Τόκοι από καταθέσεις σε Τράπεζες (002504-81).;0,00;612,47;612,47;1.155,68;-543,21;1.155,68;0,00;1.155,68;-543,21;1.155,68;-543,21;0,00;0,00;-1.155,68;612,47
06.01.723.3511.θ;Τόκοι από καταθέσεις σε Τράπεζες (002507-16).;0,00;434,73;434,73;820,30;-385,57;820,30;0,00;820,30;-385,57;820,30;-385,57;0,00;0,00;-820,30;434,73
06.01.723.3511.ι;Τόκοι από καταθέσεις σε Τράπεζες (002508-59).;0,00;378,73;378,73;710,88;-332,15;710,88;0,00;710,88;-332,15;710,88;-332,15;0,00;0,00;-710,88;378,73
06.01.723.3511.κ;Τόκοι από καταθέσεις (003287-70);0,00;64,34;64,34;0,38;63,96;0,38;0,00;0,38;63,96;0,38;63,96;0,00;0,00;-0,38;64,34
06.01.723.3511.λ;Τόκοι από καταθέσεις σε Τράπεζες (003295-25).;0,00;243,10;243,10;588,90;-345,80;588,90;0,00;588,90;-345,80;588,90;-345,80;0,00;0,00;-588,90;243,10
06.01.723.3511.μ;Τόκοι από καταθέσεις σε Τράπεζες (12-633429-8).;0,00;83,49;83,49;350,45;-266,96;350,45;0,00;350,45;-266,96;350,45;-266,96;0,00;0,00;-350,45;83,49
06.01.723.3511.στ;Τόκοι από καταθέσεις σε Τράπεζες (002502-92).;0,00;829,92;829,92;1.565,99;-736,07;1.565,99;0,00;1.565,99;-736,07;1.565,99;-736,07;0,00;0,00;-1.565,99;829,92
06.01.723.6000;Έκτακτα έσοδα;1.300.000,00;-800.000,00;500.000,00;511.183,49;-11.183,49;510.182,49;0,00;510.182,49;-10.182,49;510.182,49;-10.182,49;0,00;0,00;-511.183,49;500.000,00
06.01.723.6200;Φόροι - Τέλη - Δικαιώματα;1.300.000,00;-800.000,00;500.000,00;511.183,49;-11.183,49;510.182,49;0,00;510.182,49;-10.182,49;510.182,49;-10.182,49;0,00;0,00;-511.183,49;500.000,00
06.01.723.6220;Έσοδα από τέλη και δικαιώματα;1.300.000,00;-800.000,00;500.000,00;511.183,49;-11.183,49;510.182,49;0,00;510.182,49;-10.182,49;510.182,49;-10.182,49;0,00;0,00;-511.183,49;500.000,00
06.01.723.6221;Έσοδα από τέλη και δικαιώματα;1.300.000,00;-800.000,00;500.000,00;511.183,49;-11.183,49;510.182,49;0,00;510.182,49;-10.182,49;510.182,49;-10.182,49;0,00;0,00;-511.183,49;500.000,00
06.01.723.6221.00;Ανταποδοτικά Τέλη [002462-10].;1.300.000,00;-800.000,00;500.000,00;-5.018,18;505.018,18;-5.018,18;0,00;-5.018,18;505.018,18;-5.018,18;505.018,18;0,00;0,00;5.018,18;500.000,00
06.01.723.6221.01;(002473-94) Διεύθυνση Ανάπτυξης-Τμήμα Εμπορίου και Τουρισμού (πρώην Α.Ε.) .;0,00;0,00;0,00;30.088,23;-30.088,23;30.088,23;0,00;30.088,23;-30.088,23;30.088,23;-30.088,23;0,00;0,00;-30.088,23;0,00
06.01.723.6221.02;(002466-85) Διεύθυνση Βιομηχανίας, Ενέργειας και Φυσικών πόρων.;0,00;0,00;0,00;29,00;-29,00;29,00;0,00;29,00;-29,00;29,00;-29,00;0,00;0,00;-29,00;0,00
06.01.723.6221.03;(002467-31) Διεύθυνση Δημόσιας Υγείας .;0,00;0,00;0,00;110.054,69;-110.054,69;110.054,69;0,00;110.054,69;-110.054,69;110.054,69;-110.054,69;0,00;0,00;-110.054,69;0,00
06.01.723.6221.04;(002468-74) Διεύθυνση Κτηνιατρικής .;0,00;0,00;0,00;28.950,00;-28.950,00;28.950,00;0,00;28.950,00;-28.950,00;28.950,00;-28.950,00;0,00;0,00;-28.950,00;0,00
06.01.723.6221.06;(002471-08) Διεύθυνση Μεταφορών & Επικοινωνιών Δυτικής Θεσσαλονίκης.;0,00;0,00;0,00;282.425,75;-282.425,75;282.425,75;0,00;282.425,75;-282.425,75;282.425,75;-282.425,75;0,00;0,00;-282.425,75;0,00
06.01.723.6221.09;(002463-53) Διεύθυνση Περιβάλλοντος και Χωρικού Σχεδιασμού.;0,00;0,00;0,00;265,00;-265,00;265,00;0,00;265,00;-265,00;265,00;-265,00;0,00;0,00;-265,00;0,00
06.01.723.6221.10;(002470-62) Διεύθυνση Πολιτικής Γης .;0,00;0,00;0,00;219,00;-219,00;219,00;0,00;219,00;-219,00;219,00;-219,00;0,00;0,00;-219,00;0,00
06.01.723.6221.11;(002464-96) Διεύθυνση Τεχνικών Έργων.;0,00;0,00;0,00;3.459,00;-3.459,00;2.458,00;0,00;2.458,00;-2.458,00;2.458,00;-2.458,00;0,00;0,00;-3.459,00;0,00
06.01.723.6221.12;(002465-42) Διεύθυνση Τεχνικών Έργων - Πολίτες.;0,00;0,00;0,00;47.735,00;-47.735,00;47.735,00;0,00;47.735,00;-47.735,00;47.735,00;-47.735,00;0,00;0,00;-47.735,00;0,00
06.01.723.6221.13;(002469-20) Τμήμα Αλιείας.;0,00;0,00;0,00;12.976,00;-12.976,00;12.976,00;0,00;12.976,00;-12.976,00;12.976,00;-12.976,00;0,00;0,00;-12.976,00;0,00
06.01.723.9000;Έσοδα απο επιχορηγήσεις κλπ για επενδύσεις;735.000,00;24.448,15;759.448,15;713.958,27;45.489,88;713.958,27;0,00;713.958,27;45.489,88;713.958,27;45.489,88;0,00;0,00;-713.958,27;759.448,15
06.01.723.9900;Λοιπά έσοδα για επενδύσεις;735.000,00;24.448,15;759.448,15;713.958,27;45.489,88;713.958,27;0,00;713.958,27;45.489,88;713.958,27;45.489,88;0,00;0,00;-713.958,27;759.448,15
06.01.723.9910;Έσοδα από επιχορηγήσεις της Ευρωπαϊκής  Ένωσης.;735.000,00;24.448,15;759.448,15;713.958,27;45.489,88;713.958,27;0,00;713.958,27;45.489,88;713.958,27;45.489,88;0,00;0,00;-713.958,27;759.448,15
06.01.723.9919;Επιχορηγήσεις για λοιπούς σκοπούς;735.000,00;24.448,15;759.448,15;713.958,27;45.489,88;713.958,27;0,00;713.958,27;45.489,88;713.958,27;45.489,88;0,00;0,00;-713.958,27;759.448,15
06.01.723.9919.α;Έσοδα Ευρωπαϊκών Προγραμμάτων 002193-65;0,00;120.307,53;120.307,53;120.307,53;0,00;120.307,53;0,00;120.307,53;0,00;120.307,53;0,00;0,00;0,00;-120.307,53;120.307,53
06.01.723.9919.γ;Πρόγραμμα Pro Change;0,00;3.461,49;3.461,49;3.461,49;0,00;3.461,49;0,00;3.461,49;0,00;3.461,49;0,00;0,00;0,00;-3.461,49;3.461,49
06.01.723.9919.ζ;Πρόγραμμα PROPOSAL LIFE 09;638.000,00;-269.051,60;368.948,40;368.948,40;0,00;368.948,40;0,00;368.948,40;0,00;368.948,40;0,00;0,00;0,00;-368.948,40;368.948,40
06.01.723.9919.ι;Πρόγραμμα ENERGY WASTE;60.000,00;-30.948,40;29.051,60;0,00;29.051,60;0,00;0,00;0,00;29.051,60;0,00;29.051,60;0,00;0,00;0,00;29.051,60
06.01.723.9919.ια;Πρόγραμμα Tourism Paths Of The Black Sea Region;0,00;155.995,20;155.995,20;155.995,20;0,00;155.995,20;0,00;155.995,20;0,00;155.995,20;0,00;0,00;0,00;-155.995,20;155.995,20
06.01.723.9919.ιβ;Πρόγραμμα CO-GISTICS;0,00;24.053,95;24.053,95;24.053,95;0,00;24.053,95;0,00;24.053,95;0,00;24.053,95;0,00;0,00;0,00;-24.053,95;24.053,95
06.01.723.9919.κ;Πρόγραμμα Compass 4d;37.000,00;0,00;37.000,00;20.561,72;16.438,28;20.561,72;0,00;20.561,72;16.438,28;20.561,72;16.438,28;0,00;0,00;-20.561,72;37.000,00
06.01.723.9919.κα;Έσοδα από συγχρηματοδοτούμενα;0,00;20.629,98;20.629,98;20.629,98;0,00;20.629,98;0,00;20.629,98;0,00;20.629,98;0,00;0,00;0,00;-20.629,98;20.629,98
06.01.723.Τ100;ΤΑΜΕΙΑΚΟ ΥΠΟΛΟΙΠΟ;567.000,00;669.515,72;1.236.515,72;0,00;1.236.515,72;0,00;0,00;0,00;1.236.515,72;0,00;1.236.515,72;0,00;0,00;0,00;1.236.515,72
06.01.723.Τ120;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (ATEbank);567.000,00;669.515,72;1.236.515,72;0,00;1.236.515,72;0,00;0,00;0,00;1.236.515,72;0,00;1.236.515,72;0,00;0,00;0,00;1.236.515,72
06.01.723.Τ121;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2462-10);400.000,00;640.747,96;1.040.747,96;0,00;1.040.747,96;0,00;0,00;0,00;1.040.747,96;0,00;1.040.747,96;0,00;0,00;0,00;1.040.747,96
06.01.723.Τ122;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2492-36);0,00;15,53;15,53;0,00;15,53;0,00;0,00;0,00;15,53;0,00;15,53;0,00;0,00;0,00;15,53
06.01.723.Τ123;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2493-79);0,00;96,21;96,21;0,00;96,21;0,00;0,00;0,00;96,21;0,00;96,21;0,00;0,00;0,00;96,21
06.01.723.Τ124;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2502-92);60.000,00;4.732,54;64.732,54;0,00;64.732,54;0,00;0,00;0,00;64.732,54;0,00;64.732,54;0,00;0,00;0,00;64.732,54
06.01.723.Τ125;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2504-81);27.000,00;20.771,19;47.771,19;0,00;47.771,19;0,00;0,00;0,00;47.771,19;0,00;47.771,19;0,00;0,00;0,00;47.771,19
06.01.723.Τ126;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2505-27);7.000,00;186,65;7.186,65;0,00;7.186,65;0,00;0,00;0,00;7.186,65;0,00;7.186,65;0,00;0,00;0,00;7.186,65
06.01.723.Τ127;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2507-16);33.000,00;908,05;33.908,05;0,00;33.908,05;0,00;0,00;0,00;33.908,05;0,00;33.908,05;0,00;0,00;0,00;33.908,05
06.01.723.Τ128;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2508-59);28.000,00;1.596,42;29.596,42;0,00;29.596,42;0,00;0,00;0,00;29.596,42;0,00;29.596,42;0,00;0,00;0,00;29.596,42
06.01.723.Τ129;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (2491-90);0,00;0,01;0,01;0,00;0,01;0,00;0,00;0,00;0,01;0,00;0,01;0,00;0,00;0,00;0,01
06.01.723.Τ130;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (3295-25);12.000,00;344,38;12.344,38;0,00;12.344,38;0,00;0,00;0,00;12.344,38;0,00;12.344,38;0,00;0,00;0,00;12.344,38
06.01.723.Τ131;Ταμειακό υπόλοιπο για την κάλυψη υποχρεώσεων παρελθόντων ετών (3287-70);0,00;116,78;116,78;0,00;116,78;0,00;0,00;0,00;116,78;0,00;116,78;0,00;0,00;0,00;116,78
06.01.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ  ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;3.100.000,00;694.724,35;3.794.724,35;994.977,08;2.799.747,27;994.977,08;0,00;994.977,08;2.799.747,27;994.977,08;2.799.747,27;0,00;0,00;-994.977,08;3.794.724,35
06.01.724.1000;Νομαρχειακό Πρόγραμμα Επενδύσεων χρηματοδοτούμενο από Κ.Α.Π.;0,00;1.500.000,00;1.500.000,00;898.883,20;601.116,80;898.883,20;0,00;898.883,20;601.116,80;898.883,20;601.116,80;0,00;0,00;-898.883,20;1.500.000,00
06.01.724.1200;Έσοδα από τέλη και δικαιώματα;0,00;1.500.000,00;1.500.000,00;898.883,20;601.116,80;898.883,20;0,00;898.883,20;601.116,80;898.883,20;601.116,80;0,00;0,00;-898.883,20;1.500.000,00
06.01.724.1250;Έσοδα Περιφερειών από Κ.Α.Π.;0,00;1.500.000,00;1.500.000,00;898.883,20;601.116,80;898.883,20;0,00;898.883,20;601.116,80;898.883,20;601.116,80;0,00;0,00;-898.883,20;1.500.000,00
06.01.724.1251;Έσοδα από Κ.Α.Π. για επενδύσεις χρηματοδοτούμενες αποκλειστικά από εθνικούς πόρους;0,00;1.500.000,00;1.500.000,00;898.883,20;601.116,80;898.883,20;0,00;898.883,20;601.116,80;898.883,20;601.116,80;0,00;0,00;-898.883,20;1.500.000,00
06.01.724.3000;Έσοδα από την επιχειρηματική δραστηριότητα του Ν.Π.Δ.Δ;0,00;42.472,75;42.472,75;67.657,51;-25.184,76;67.657,51;0,00;67.657,51;-25.184,76;67.657,51;-25.184,76;0,00;0,00;-67.657,51;42.472,75
06.01.724.3500;Πρόσοδοι του Ν.Π.Δ.Δ από Κεφάλαια, Κινητές αξίες και λοιπές περιπτώσεις;0,00;42.472,75;42.472,75;67.657,51;-25.184,76;67.657,51;0,00;67.657,51;-25.184,76;67.657,51;-25.184,76;0,00;0,00;-67.657,51;42.472,75
06.01.724.3510;Τόκοι κεφαλαίων;0,00;42.472,75;42.472,75;67.657,51;-25.184,76;67.657,51;0,00;67.657,51;-25.184,76;67.657,51;-25.184,76;0,00;0,00;-67.657,51;42.472,75
06.01.724.3511;Τόκοι από καταθέσεις σε Τράπεζες;0,00;42.472,75;42.472,75;67.657,51;-25.184,76;67.657,51;0,00;67.657,51;-25.184,76;67.657,51;-25.184,76;0,00;0,00;-67.657,51;42.472,75
