Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.01.723.9899.λα.01;Παραχώρηση εγκαταστάσεων κλειστού γυμναστηρίου περιοχής Δήμου Πυλαίας;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.723.9899.λα.02;Παραχώρηση εγκαταστάσεων κλειστού γυμναστηρίου περιοχής Δήμου Πυλαίας;1.000,00;-1.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.λβ;"Έργο ""Ίσες ευκαιρίες εργασιακής ένταξης των χρόνια πασχόντων της Θεσσαλονίκης""";0,00;25.600,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;0,00;0,00;25.600,00;0,00
02.01.723.9899.λβ.01;"Έργο ""Ίσες ευκαιρίες εργασιακής ένταξης των χρόνια πασχόντων της Θεσσαλονίκης""";0,00;25.600,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;25.600,00;0,00;0,00;0,00;25.600,00;0,00
02.01.723.9899.λδ;Τεχνική υποστήριξη για τη σύνταξη μελέτης αέρια ρύπανση αιωρούμενων σωματιδίων, εκτίμηση επιπτώσεων & τρόποι αντιμετώπισης;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.723.9899.λδ.01;Τεχνική υποστήριξη για τη σύνταξη μελέτης αέρια ρύπανση αιωρούμενων σωματιδίων, εκτίμηση επιπτώσεων & τρόποι αντιμετώπισης;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.723.9899.λζ;Πρόγραμμα Energy Waste;88.000,00;-20.900,00;67.100,00;6.114,06;60.985,94;6.114,06;60.985,94;5.839,42;61.260,58;5.839,42;61.260,58;0,00;0,00;-6.114,06;67.100,00;6.114,06
02.01.723.9899.λζ.01;Πρόγραμμα Energy Waste;60.000,00;6.700,00;66.700,00;5.814,06;60.885,94;5.814,06;60.885,94;5.539,42;61.160,58;5.539,42;61.160,58;0,00;0,00;-5.814,06;66.700,00;5.814,06
02.01.723.9899.λζ.02;Πρόγραμμα Energy Waste;28.000,00;-27.600,00;400,00;300,00;100,00;300,00;100,00;300,00;100,00;300,00;100,00;0,00;0,00;-300,00;400,00;300,00
02.01.723.9899.λθ;Επικαιροποίηση μελετών ίδρυσης ΠΟΑΥ Θερμαϊκού με ενσωμάτωση μονάδων στην περιοχή Λουδία;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.λθ.01;Επικαιροποίηση μελετών ίδρυσης ΠΟΑΥ Θερμαϊκού με ενσωμάτωση μονάδων στην περιοχή Λουδία;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.λστ;Υγειονομική και μικροβιολογική εξέταση πόσιμου νερού;31.500,00;-5.700,00;25.800,00;10.652,00;15.148,00;10.652,00;15.148,00;10.652,00;15.148,00;10.652,00;15.148,00;0,00;0,00;-10.652,00;25.800,00;10.652,00
02.01.723.9899.λστ.01;Υγειονομική και μικροβιολογική εξέταση πόσιμου νερού;10.500,00;0,00;10.500,00;152,00;10.348,00;152,00;10.348,00;152,00;10.348,00;152,00;10.348,00;0,00;0,00;-152,00;10.500,00;152,00
02.01.723.9899.λστ.02;Υγειονομική και μικροβιολογική εξέταση πόσιμου νερού;21.000,00;-5.700,00;15.300,00;10.500,00;4.800,00;10.500,00;4.800,00;10.500,00;4.800,00;10.500,00;4.800,00;0,00;0,00;-10.500,00;15.300,00;10.500,00
02.01.723.9899.μα;Ανάπτυξη τηλεπικοινωνιών τοπικών δικτύων σε υπηρεσίες & εκπαίδευση υπαλλήλων των Π.Ε.;30.000,00;-28.693,03;1.306,97;667,16;639,81;667,16;639,81;667,16;639,81;667,16;639,81;0,00;0,00;-667,16;1.306,97;667,16
02.01.723.9899.μα.01;Ανάπτυξη τηλεπικοινωνιών τοπικών δικτύων σε υπηρεσίες & εκπαίδευση υπαλλήλων των Π.Ε.;30.000,00;-29.893,03;106,97;0,00;106,97;0,00;106,97;0,00;106,97;0,00;106,97;0,00;0,00;0,00;106,97;0,00
02.01.723.9899.μα.02;Ανάπτυξη τηλεπικοινωνιών τοπικών δικτύων σε υπηρεσίες & εκπαίδευση υπαλλήλων των Π.Ε.;0,00;1.200,00;1.200,00;667,16;532,84;667,16;532,84;667,16;532,84;667,16;532,84;0,00;0,00;-667,16;1.200,00;667,16
02.01.723.9899.μβ;Δημιουργία πιλοτικού Διαδικτυακού Ενημερωτικού Ιστοχώρου Δ/νσης Μεταφορών Ανατολικής Θεσ/νίκης & ανάπτυξη συστήματος on line διαχείρισης προγραμματισμού εξέτασης Υποψηφίων Οδηγών;40.000,00;-20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.723.9899.μβ.02;Δημιουργία πιλοτικού Διαδικτυακού Ενημερωτικού Ιστοχώρου Δ/νσης Μεταφορών Ανατολικής Θεσ/νίκης & ανάπτυξη συστήματος on line διαχείρισης προγραμματισμού εξέτασης Υποψηφίων Οδηγών;40.000,00;-20.000,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.723.9899.μγ;Πρόγραμμα Τ - Seniority;60.000,00;-24.465,57;35.534,43;0,00;35.534,43;0,00;35.534,43;0,00;35.534,43;0,00;35.534,43;0,00;0,00;0,00;35.534,43;0,00
02.01.723.9899.μγ.01;Πρόγραμμα Τ - Seniority;60.000,00;-24.465,57;35.534,43;0,00;35.534,43;0,00;35.534,43;0,00;35.534,43;0,00;35.534,43;0,00;0,00;0,00;35.534,43;0,00
02.01.723.9899.μδ;Πρόγραμμα Proposal Life 09;645.000,00;-128.475,84;516.524,16;316.473,53;200.050,63;316.473,53;200.050,63;313.765,03;202.759,13;313.765,03;202.759,13;0,00;0,00;-316.473,53;516.524,16;316.473,53
02.01.723.9899.μδ.01;Πρόγραμμα Proposal Life 09;159.250,00;149.058,00;308.308,00;248.188,00;60.120,00;248.188,00;60.120,00;248.188,00;60.120,00;248.188,00;60.120,00;0,00;0,00;-248.188,00;308.308,00;248.188,00
02.01.723.9899.μδ.02;Πρόγραμμα Proposal Life 09;485.750,00;-277.533,84;208.216,16;68.285,53;139.930,63;68.285,53;139.930,63;65.577,03;142.639,13;65.577,03;142.639,13;0,00;0,00;-68.285,53;208.216,16;68.285,53
02.01.723.9899.με;Πρόγραμμα Energy for Mayors;27.000,00;-27.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.με.01;Πρόγραμμα Energy for Mayors;11.000,00;-11.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.με.02;Πρόγραμμα Energy for Mayors;16.000,00;-16.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.μζ;Μελέτες - δράσεις για οικονομική ανάπτυξη και απασχόληση;20.000,00;0,00;20.000,00;20.000,00;0,00;20.000,00;0,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;-20.000,00;20.000,00;20.000,00
02.01.723.9899.μζ.02;Μελέτες - δράσεις για οικονομική ανάπτυξη και απασχόληση;20.000,00;0,00;20.000,00;20.000,00;0,00;20.000,00;0,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;-20.000,00;20.000,00;20.000,00
02.01.723.9899.μη;"Έργο ""Τοπικό Σχέδιο για την επανένταξη μαχροχρόνια ανέργων στην Π.Ε. Θεσσαλονίκης""""";0,00;52.160,00;52.160,00;7.455,48;44.704,52;7.455,48;44.704,52;7.455,48;44.704,52;7.455,48;44.704,52;0,00;0,00;-7.455,48;52.160,00;7.455,48
02.01.723.9899.μη.01;"Έργο ""Τοπικό Σχέδιο για την επανένταξη μαχροχρόνια ανέργων στην Π.Ε. Θεσσαλονίκης""""";0,00;52.160,00;52.160,00;7.455,48;44.704,52;7.455,48;44.704,52;7.455,48;44.704,52;7.455,48;44.704,52;0,00;0,00;-7.455,48;52.160,00;7.455,48
02.01.723.9899.μστ;Προμήθεια ηλεκτρονικών συστημάτων, ανάπτυξη πληροφοριακών συστημάτων, συντήρηση, νέες υπηρεσίες εξυπηρέτησης πολιτών;60.000,00;-59.089,80;910,20;910,20;0,00;910,20;0,00;910,20;0,00;910,20;0,00;0,00;0,00;-910,20;910,20;910,20
02.01.723.9899.μστ.01;Προμήθεια ηλεκτρονικών συστημάτων, ανάπτυξη πληροφοριακών συστημάτων, συντήρηση, νέες υπηρεσίες εξυπηρέτησης πολιτών;40.000,00;-40.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.μστ.02;Προμήθεια ηλεκτρονικών συστημάτων, ανάπτυξη πληροφοριακών συστημάτων, συντήρηση, νέες υπηρεσίες εξυπηρέτησης πολιτών;20.000,00;-19.089,80;910,20;910,20;0,00;910,20;0,00;910,20;0,00;910,20;0,00;0,00;0,00;-910,20;910,20;910,20
02.01.723.9899.νγ;Διερεύνηση σκοπιμότητας Ίδρυσης Θεματικού Διαδραστικού Πάρκου στη Μητροπολιτική Ενότητα Θεσσαλονίκης;0,00;5.000,00;5.000,00;5.000,00;0,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;5.000,00
02.01.723.9899.νγ.01;Διερεύνηση σκοπιμότητας Ίδρυσης Θεματικού Διαδραστικού Πάρκου στη Μητροπολιτική Ενότητα Θεσσαλονίκης;0,00;5.000,00;5.000,00;5.000,00;0,00;0,00;5.000,00;0,00;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00;5.000,00
02.01.723.9899.νε;"Μελέτη Περιβαλλοντικης Ανάπλασης & Οικοτουριστικής Ανάδειξης της περιοχής ""ΦΑΝΑΡΙ"" Επανωμής";0,00;1.000,00;1.000,00;1.000,00;0,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;1.000,00
02.01.723.9899.νε.01;"Μελέτη Περιβαλλοντικης Ανάπλασης και Οικοτουριστικής Ανάδειξης της περιοχής ""ΦΑΝΑΡΙ"" Επανωμής";0,00;1.000,00;1.000,00;1.000,00;0,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;1.000,00
02.01.723.9899.νζ;Αναλύσεις θαλασσινών νερών κολύμβησης;21.000,00;-6.054,00;14.946,00;7.000,00;7.946,00;7.000,00;7.946,00;7.000,00;7.946,00;7.000,00;7.946,00;0,00;0,00;-7.000,00;14.946,00;7.000,00
02.01.723.9899.νζ.01;Αναλύσεις θαλασσινών νερών κολύμβησης;7.000,00;-6.054,00;946,00;0,00;946,00;0,00;946,00;0,00;946,00;0,00;946,00;0,00;0,00;0,00;946,00;0,00
02.01.723.9899.νζ.02;Αναλύσεις θαλασσινών νερών κολύμβησης;14.000,00;0,00;14.000,00;7.000,00;7.000,00;7.000,00;7.000,00;7.000,00;7.000,00;7.000,00;7.000,00;0,00;0,00;-7.000,00;14.000,00;7.000,00
02.01.723.9899.νθ;Μελέτες - δράσεις εναλλακτικών καλλιεργειών για την Ανάπτυξη της Αγροτικής Οικονομίας στη ΜΕΘ;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;1.000,00
02.01.723.9899.νθ.01;Μελέτες - δράσεις εναλλακτικών καλλιεργειών για την Ανάπτυξη της Αγροτικής Οικονομίας στη ΜΕΘ;0,00;1.000,00;1.000,00;1.000,00;0,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;1.000,00
02.01.723.9899.νστ;Ανάπτυξη μεθόδων παραγωγής και τυποποίησης κρέατος αρνιών με διακριτά ποιοτικά χαρακτηριστικά;0,00;10.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.723.9899.νστ.01;Ανάπτυξη μεθόδων παραγωγής και τυποποίησης κρέατος αρνιών με διακριτά ποιοτικά χαρακτηριστικά;0,00;10.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.723.9899.ξα;Πρόγραμμα CO-GISTICS;0,00;3.000,00;3.000,00;2.971,96;28,04;2.971,96;28,04;2.971,96;28,04;2.971,96;28,04;0,00;0,00;-2.971,96;3.000,00;2.971,96
02.01.723.9899.ξα.01;Πρόγραμμα CO-GISTICS;0,00;3.000,00;3.000,00;2.971,96;28,04;2.971,96;28,04;2.971,96;28,04;2.971,96;28,04;0,00;0,00;-2.971,96;3.000,00;2.971,96
02.01.723.9899.ξγ;"Τεχνική Υποστήριξη για τη σύνταξη και την υποβολή προτάσεων στα πλαίσια των προγραμμάτων, ""Ψηφιακή Σύγκλιση"" και ""Δια βίου μάθηση""";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.ξγ.01;"Τεχνική Υποστήριξη για τη σύνταξη και την υποβολή προτάσεων στα πλαίσια των προγραμμάτων, ""Ψηφιακή Σύγκλιση"" και ""Δια βίου μάθηση""";0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.723.9899.στ;Δαπάνες οργάνωσης & εκτέλεσης Ευρωπαϊκών Προγραμμάτων;175.000,00;-128.071,95;46.928,05;7.729,88;39.198,17;7.729,88;39.198,17;4.732,27;42.195,78;4.732,27;42.195,78;0,00;0,00;-7.729,88;46.928,05;7.729,88
02.01.723.9899.στ.01;Δαπάνες οργάνωσης & εκτέλεσης Ευρωπαϊκών Προγραμμάτων;135.000,00;-90.954,00;44.046,00;5.397,83;38.648,17;5.397,83;38.648,17;4.452,27;39.593,73;4.452,27;39.593,73;0,00;0,00;-5.397,83;44.046,00;5.397,83
02.01.723.9899.στ.02;Δαπάνες οργάνωσης & εκτέλεσης Ευρωπαϊκών Προγραμμάτων;40.000,00;-37.117,95;2.882,05;2.332,05;550,00;2.332,05;550,00;280,00;2.602,05;280,00;2.602,05;0,00;0,00;-2.332,05;2.882,05;2.332,05
02.01.724;ΥΠΗΡΕΣΙΕΣ ΔΙΟΙΚΗΣΗΣ - ΟΙΚΟΝΟΜΙΚΟΥ / ΝΟΜΑΡΧΙΑΚΟ ΠΡΟΓΡΑΜΜΑ ΕΡΓΩΝ ΧΡΗΜΑΤΟΔΟΤΟΥΜΕΝΟ ΑΠΟ Κ.Α.Π.;3.100.000,00;694.724,35;3.794.724,35;2.641.366,25;1.153.358,10;2.694.030,20;1.100.694,15;2.354.470,28;1.440.254,07;2.412.570,28;1.382.154,07;-58.100,00;0,00;-2.694.030,20;3.794.724,35;2.641.366,25
02.01.724.0000;Πληρωμές για Υπηρεσίες;30.000,00;107.170,50;137.170,50;87.791,45;49.379,05;87.791,45;49.379,05;79.651,03;57.519,47;79.651,03;57.519,47;0,00;0,00;-87.791,45;137.170,50;87.791,45
02.01.724.0700;Πληρωμές για μετακινήσεις;30.000,00;-15.000,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.724.0710;Πληρωμές για μετακινήσεις;30.000,00;-15.000,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.724.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού;30.000,00;-15.000,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.724.0711.01;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού;30.000,00;-15.000,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.724.0800;Πληρωμές για λοιπές υπηρεσίες;0,00;122.170,50;122.170,50;87.791,45;34.379,05;87.791,45;34.379,05;79.651,03;42.519,47;79.651,03;42.519,47;0,00;0,00;-87.791,45;122.170,50;87.791,45
02.01.724.0890;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων;0,00;122.170,50;122.170,50;87.791,45;34.379,05;87.791,45;34.379,05;79.651,03;42.519,47;79.651,03;42.519,47;0,00;0,00;-87.791,45;122.170,50;87.791,45
02.01.724.0897;Αποζημιώσεις του ν.4152/2013, άρθρο 1 παρ. Ζ.;0,00;122.170,50;122.170,50;87.791,45;34.379,05;87.791,45;34.379,05;79.651,03;42.519,47;79.651,03;42.519,47;0,00;0,00;-87.791,45;122.170,50;87.791,45
02.01.724.0897.01;Αποζημιώσεις του ν.4152/2013, άρθρο 1 παρ. Ζ.;0,00;122.170,50;122.170,50;87.791,45;34.379,05;87.791,45;34.379,05;79.651,03;42.519,47;79.651,03;42.519,47;0,00;0,00;-87.791,45;122.170,50;87.791,45
02.01.724.9000;Πληρωμές για επενδύσεις;3.070.000,00;587.553,85;3.657.553,85;2.553.574,80;1.103.979,05;2.606.238,75;1.051.315,10;2.274.819,25;1.382.734,60;2.332.919,25;1.324.634,60;-58.100,00;0,00;-2.606.238,75;3.657.553,85;2.553.574,80
02.01.724.9700;Επενδύσεις εκτελούμενες απο τα έσοδα των ΝΠΔΔ;2.834.695,34;483.149,31;3.317.844,65;2.373.799,81;944.044,84;2.426.463,76;891.380,89;2.147.195,35;1.170.649,30;2.205.295,35;1.112.549,30;-58.100,00;0,00;-2.426.463,76;3.317.844,65;2.373.799,81
02.01.724.9710;Απαλλοτριώσεις;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.724.9712;Αποζημίωση ιδιοκτητών ακινήτων που απολλοτριώνονται για την εκτέλεση συγκοινωνιακών έργων;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.724.9712.01;Αποζημίωση ιδιοκτητών ακινήτων που απολλοτριώνονται για την εκτέλεση συγκοινωνιακών έργων;0,00;1.000,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00;0,00
02.01.724.9720;Επισκευή & συντήρηση κτιρίων καθώς και κάθε είδους εγκαταστάσεις σ' αυτά;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.724.9725;Επισκευή και συντήρηση κτιρίων που στεγάζουν Δημόσιες Υπηρεσίες ή ΝΠΔΔ;5.000,00;-5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.724.9725.1;ΕΡΓΑΣΙΕΣ ΣΥΝΤΗΡΗΣΗΣ ΚΤΙΡΙΑΚΩΝ ΕΓΚΑΤΑΣΤΑΣΕΩΝ ΑΡΜΟΔΙΟΤΗΤΑΣ ΔΤΕΠΕΘ;5.000,00;-5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.724.9725.1.02;ΕΡΓΑΣΙΕΣ ΣΥΝΤΗΡΗΣΗΣ ΚΤΙΡΙΑΚΩΝ ΕΓΚΑΤΑΣΤΑΣΕΩΝ ΑΡΜΟΔΙΟΤΗΤΑΣ ΔΤΕΠΕΘ;5.000,00;-5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.724.9729;Επισκευή & συντήρηση λοιπών ακινήτων και κάθε είδους εγκαταστάσεις σ' αυτά;5.000,00;5.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.724.9729.1;ΕΡΓΑΣΙΕΣ ΣΥΝΤΗΡΗΣΗΣ ΕΡΓΟΤΑΞΙΩΝ ΚΑΙ ΣΤΑΘΜΟΥ ΑΠΟΧΙΟΝΙΣΜΟΥ ΑΡΜΟΔΙΤΗΤΑΣ  ΔΤΕΠΕΘ;5.000,00;5.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.724.9729.1.01;ΕΡΓΑΣΙΕΣ ΣΥΝΤΗΡΗΣΗΣ ΕΡΓΟΤΑΞΙΩΝ ΚΑΙ ΣΤΑΘΜΟΥ ΑΠΟΧΙΟΝΙΣΜΟΥ ΑΡΜΟΔΙΤΗΤΑΣ  ΔΤΕΠΕΘ;0,00;10.000,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.724.9729.1.02;ΕΡΓΑΣΙΕΣ ΣΥΝΤΗΡΗΣΗΣ ΕΡΓΟΤΑΞΙΩΝ ΚΑΙ ΣΤΑΘΜΟΥ ΑΠΟΧΙΟΝΙΣΜΟΥ ΑΡΜΟΔΙΤΗΤΑΣ  ΔΤΕΠΕΘ;5.000,00;-5.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.724.9750;Προμήθεια μεταφορικών μέσων;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;0,00;0,00;22,00;0,00
02.01.724.9759;Προμήθεια λοιπών μεταφορικών μέσων;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;0,00;0,00;22,00;0,00
02.01.724.9759.1;ΠΡΟΜΗΘΕΙΑ ΤΡΙΩΝ ΜΗΧΑΝΗΜΑΤΩΝ ΠΟΛΛΑΠΛΩΝ ΧΡΗΣΕΩΝ ΣΥΝΤΗΡΗΣΗΣ ΕΠΑΡΧΙΑΚΩΝ ΔΡΟΜΩΝ ΝΟΜΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;0,00;0,00;22,00;0,00
02.01.724.9759.1.02;ΠΡΟΜΗΘΕΙΑ ΤΡΙΩΝ ΜΗΧΑΝΗΜΑΤΩΝ ΠΟΛΛΑΠΛΩΝ ΧΡΗΣΕΩΝ ΣΥΝΤΗΡΗΣΗΣ ΕΠΑΡΧΙΑΚΩΝ ΔΡΟΜΩΝ ΝΟΜΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;22,00;0,00;0,00;0,00;22,00;0,00
02.01.724.9770;Εκτέλεση έργων;869.162,75;1.036.800,74;1.905.963,49;1.425.839,29;480.124,20;1.410.503,24;495.460,25;1.410.503,24;495.460,25;1.468.603,24;437.360,25;-58.100,00;0,00;-1.410.503,24;1.905.963,49;1.425.839,29
02.01.724.9771;Εκτέλεση συγκοινωνιακών έργων;849.162,75;970.800,74;1.819.963,49;1.364.858,14;455.105,35;1.349.522,09;470.441,40;1.349.522,09;470.441,40;1.407.622,09;412.341,40;-58.100,00;0,00;-1.349.522,09;1.819.963,49;1.364.858,14
02.01.724.9771.1;ΒΕΛΤΙΩΣΗ ΤΩΝ ΓΕΩΜΕΤΡΙΚΩΝ ΧΑΡΑΚΤΗΡΙΣΤΙΚΩΝ ΤΗΣ 1ης ΕΠΑΡΧΙΑΚΗΣ ΟΔΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΛΟΧΩΡΙΟΥ [1ο ΤΜΗΜΑ];606.162,75;220.689,40;826.852,15;626.963,74;199.888,41;611.627,69;215.224,46;611.627,69;215.224,46;611.627,69;215.224,46;0,00;0,00;-611.627,69;826.852,15;626.963,74
02.01.724.9771.1.01;ΒΕΛΤΙΩΣΗ ΤΩΝ ΓΕΩΜΕΤΡΙΚΩΝ ΧΑΡΑΚΤΗΡΙΣΤΙΚΩΝ ΤΗΣ 1ης ΕΠΑΡΧΙΑΚΗΣ ΟΔΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΛΟΧΩΡΙΟΥ [1ο ΤΜΗΜΑ];406.162,75;19.911,15;426.073,90;226.185,49;199.888,41;226.185,49;199.888,41;226.185,49;199.888,41;226.185,49;199.888,41;0,00;0,00;-226.185,49;426.073,90;226.185,49
02.01.724.9771.1.02;ΒΕΛΤΙΩΣΗ ΤΩΝ ΓΕΩΜΕΤΡΙΚΩΝ ΧΑΡΑΚΤΗΡΙΣΤΙΚΩΝ ΤΗΣ 1ης ΕΠΑΡΧΙΑΚΗΣ ΟΔΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ ΚΑΛΟΧΩΡΙΟΥ [1ο ΤΜΗΜΑ];200.000,00;200.778,25;400.778,25;400.778,25;0,00;385.442,20;15.336,05;385.442,20;15.336,05;385.442,20;15.336,05;0,00;0,00;-385.442,20;400.778,25;400.778,25
02.01.724.9771.2;ΕΡΓΑΣΙΕΣ ΚΑΤΑΣΚΕΥΗΣ - ΑΠΟΚΑΤΑΣΤΑΣΗΣ ΠΡΟΣΤΑΤΕΥΤΙΚΩΝ ΣΤΗΘΑΙΩΝ ΣΕ ΤΜΗΜΑΤΑ ΤΟΥ ΕΠΑΡΧΙΑΚΟΥ ΚΑΙ ΕΘΝΙΚΟΥ ΟΔΙΚΟΥ ΔΙΚΤΥΟΥ ΝΟΜΟΥ ΘΕΣΣΑΛΟΝΙΚΗΣ;55.000,00;-30.000,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;25.000,00;0,00;0,00;0,00;25.000,00;0,00
