Κωδικός Λογαριασμού;Περιγραφή;Εγκεκριμένος;Αναμορφώσεις;Διαμορφωμένος (Δ.Π.);Δεσμευθέντα;Υπόλοιπο Δεσμευθέντων ως προς Δ.Π.;Τιμολογηθέντα;Υπόλοιπο Τιμολογηθέντων ως προς Δ.Π.;Ενταλθέντα;Υπόλοιπο Ενταλθέντων    ως προς Δ.Π.;Πληρωθέντα;Υπόλοιπο Πληρωθέντων    ως προς Δ.Π.;Υπόλοιπο (Ενταλθέντα - Πληρωθέντα);Διαθέσεις;Υπόλοιπο Τιμολογηθέντων ως προς Διαθέσεις;Υπόλοιπο Διαθέσεων ως προς Δ.Π.;Υπόλοιπο Διαθέσεων ως προς Δεσμεύσεις
02.01.721.0610;Παροχές κύριας ασφάλισης;3.000,00;4.000,00;7.000,00;3.000,00;4.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;0,00;0,00;7.000,00;3.000,00
02.01.721.0619;Συμμετοχή σε συντάξεις καταβαλλόμενες απο άλλους ασφαλιστικούς φορείς;3.000,00;4.000,00;7.000,00;3.000,00;4.000,00;0,00;7.000,00;0,00;7.000,00;0,00;7.000,00;0,00;0,00;0,00;7.000,00;3.000,00
02.01.721.0620;Παρόχες επικουρικής ασφάλισης;4.000,00;4.500,00;8.500,00;3.500,00;5.000,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;0,00;0,00;8.500,00;3.500,00
02.01.721.0629;Λοιπές συντάξεις επικουρικής ασφάλισης;4.000,00;4.500,00;8.500,00;3.500,00;5.000,00;0,00;8.500,00;0,00;8.500,00;0,00;8.500,00;0,00;0,00;0,00;8.500,00;3.500,00
02.01.721.0630;Παροχές πρόνοιας;301.800,00;-197.200,00;104.600,00;1.800,00;102.800,00;0,00;104.600,00;0,00;104.600,00;0,00;104.600,00;0,00;0,00;0,00;104.600,00;1.800,00
02.01.721.0631;Βοηθήματα εφάπαξ (Ν 103/75) υπαλλήλων;300.000,00;-200.000,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00
02.01.721.0631.α;Βοηθήματα εφάπαξ (Ν 103/75) υπαλλήλων;300.000,00;-200.000,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00
02.01.721.0639;Λοιπές Παροχές πρόνοιας;1.800,00;2.800,00;4.600,00;1.800,00;2.800,00;0,00;4.600,00;0,00;4.600,00;0,00;4.600,00;0,00;0,00;0,00;4.600,00;1.800,00
02.01.721.0700;Πληρωμές για μετακινήσεις;531.875,00;50.928,00;582.803,00;250.366,28;332.436,72;151.072,84;431.730,16;136.431,86;446.371,14;139.363,61;443.439,39;-2.931,75;0,00;-151.072,84;582.803,00;250.366,28
02.01.721.0710;Οδοιπορικά έξοδα για μετακίνηση υπαλλήλων στο εσωτερικό;531.875,00;50.928,00;582.803,00;250.366,28;332.436,72;151.072,84;431.730,16;136.431,86;446.371,14;139.363,61;443.439,39;-2.931,75;0,00;-151.072,84;582.803,00;250.366,28
02.01.721.0711;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);151.875,00;50.928,00;202.803,00;120.616,47;82.186,53;111.676,78;91.126,22;97.035,80;105.767,20;99.967,55;102.835,45;-2.931,75;0,00;-111.676,78;202.803,00;120.616,47
02.01.721.0711.α;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);149.072,00;50.928,00;200.000,00;120.616,47;79.383,53;111.676,78;88.323,22;97.035,80;102.964,20;99.967,55;100.032,45;-2.931,75;0,00;-111.676,78;200.000,00;120.616,47
02.01.721.0711.δ.λ;Έξοδα μετακίνησης στο εσωτερικό μόνιμου προσωπικού (τακτικοί - Ι.Δ.Α.Χ.);2.803,00;0,00;2.803,00;0,00;2.803,00;0,00;2.803,00;0,00;2.803,00;0,00;2.803,00;0,00;0,00;0,00;2.803,00;0,00
02.01.721.0713;Έξοδα μετακίνησης πολιτικών υπαλλήλων από το εσωτερικό στο εξωτερικό ή και αντίστροφα μόνιμου προσωπικού ( τακτικών - Ι.Δ.Α.Χ.);40.000,00;0,00;40.000,00;7.968,59;32.031,41;7.968,59;32.031,41;7.968,59;32.031,41;7.968,59;32.031,41;0,00;0,00;-7.968,59;40.000,00;7.968,59
02.01.721.0713.α;Έξοδα μετακίνησης πολιτικών υπαλλήλων από το εσωτερικό στο εξωτερικό ή και αντίστροφα μόνιμου προσωπικού ( τακτικών - Ι.Δ.Α.Χ.);40.000,00;0,00;40.000,00;7.968,59;32.031,41;7.968,59;32.031,41;7.968,59;32.031,41;7.968,59;32.031,41;0,00;0,00;-7.968,59;40.000,00;7.968,59
02.01.721.0716;Έξοδα μετακίνησης λοιπών προσώπων στο εσωτερικό;300.000,00;0,00;300.000,00;118.038,90;181.961,10;27.685,15;272.314,85;27.685,15;272.314,85;27.685,15;272.314,85;0,00;0,00;-27.685,15;300.000,00;118.038,90
02.01.721.0716.α;Έξοδα μετακίνησης λοιπών προσώπων στο εσωτερικό;300.000,00;0,00;300.000,00;118.038,90;181.961,10;27.685,15;272.314,85;27.685,15;272.314,85;27.685,15;272.314,85;0,00;0,00;-27.685,15;300.000,00;118.038,90
02.01.721.0717;Έξοδα μετακίνησης λοιπών προσώπων από το εσωτερικό στο εξωτερικό και αντίστροφα;40.000,00;0,00;40.000,00;3.742,32;36.257,68;3.742,32;36.257,68;3.742,32;36.257,68;3.742,32;36.257,68;0,00;0,00;-3.742,32;40.000,00;3.742,32
02.01.721.0717.α;Έξοδα μετακίνησης λοιπών προσώπων από το εσωτερικό στο εξωτερικό και αντίστροφα;40.000,00;0,00;40.000,00;3.742,32;36.257,68;3.742,32;36.257,68;3.742,32;36.257,68;3.742,32;36.257,68;0,00;0,00;-3.742,32;40.000,00;3.742,32
02.01.721.0800;Πληρωμές για λοιπές υπηρεσίες;6.647.144,56;2.874.446,54;9.521.591,10;5.083.806,20;4.437.784,90;4.916.358,12;4.605.232,98;4.837.902,44;4.683.688,66;4.731.149,19;4.790.441,91;106.753,25;0,00;-4.916.358,12;9.521.591,10;5.083.806,20
02.01.721.0810;Μισθώματα;2.720.000,00;0,00;2.720.000,00;1.820.112,88;899.887,12;1.833.940,12;886.059,88;1.816.112,86;903.887,14;1.816.112,86;903.887,14;0,00;0,00;-1.833.940,12;2.720.000,00;1.820.112,88
02.01.721.0813;Μισθώματα κτιρίων;2.690.000,00;0,00;2.690.000,00;1.820.112,88;869.887,12;1.833.940,12;856.059,88;1.816.112,86;873.887,14;1.816.112,86;873.887,14;0,00;0,00;-1.833.940,12;2.690.000,00;1.820.112,88
02.01.721.0813.α;Μισθώματα κτιρίων;2.690.000,00;0,00;2.690.000,00;1.820.112,88;869.887,12;1.833.940,12;856.059,88;1.816.112,86;873.887,14;1.816.112,86;873.887,14;0,00;0,00;-1.833.940,12;2.690.000,00;1.820.112,88
02.01.721.0814;Μισθώματα μεταφορικών μέσων;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.0814.α;Μισθώματα μεταφορικών μέσων;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.0819;Λοιπες μισθώσεις;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0819.α;Λοιπές μισθώσεις;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0820;Μεταφορές, επικοινωνίες;631.540,00;156.950,75;788.490,75;332.179,97;456.310,78;291.663,11;496.827,64;357.124,24;431.366,51;288.774,24;499.716,51;68.350,00;0,00;-291.663,11;788.490,75;332.179,97
02.01.721.0823;Ταχυδρομικά;180.000,00;23.950,75;203.950,75;1.700,00;202.250,75;0,00;203.950,75;68.350,00;135.600,75;0,00;203.950,75;68.350,00;0,00;0,00;203.950,75;1.700,00
02.01.721.0823.α;Ταχυδρομικά;180.000,00;23.950,75;203.950,75;1.700,00;202.250,75;0,00;203.950,75;68.350,00;135.600,75;0,00;203.950,75;68.350,00;0,00;0,00;203.950,75;1.700,00
02.01.721.0824;Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών (τέλη, μισθώματα, και δαπάνες εγκαταστάσεων);350.000,00;128.000,00;478.000,00;268.863,70;209.136,30;230.046,84;247.953,16;228.657,97;249.342,03;228.657,97;249.342,03;0,00;0,00;-230.046,84;478.000,00;268.863,70
02.01.721.0824.α;Υποχρεώσεις από παροχή τηλεπικοινωνιακών υπηρεσιών (τέλη, μισθώματα, και δαπάνες εγκαταστάσεων);350.000,00;128.000,00;478.000,00;268.863,70;209.136,30;230.046,84;247.953,16;228.657,97;249.342,03;228.657,97;249.342,03;0,00;0,00;-230.046,84;478.000,00;268.863,70
02.01.721.0826;Δαπάνες κινητής τηλεφωνίας;20.000,00;5.000,00;25.000,00;14.618,57;10.381,43;14.618,57;10.381,43;14.618,57;10.381,43;14.618,57;10.381,43;0,00;0,00;-14.618,57;25.000,00;14.618,57
02.01.721.0826.α;Δαπάνες κινητής τηλεφωνίας;20.000,00;5.000,00;25.000,00;14.618,57;10.381,43;14.618,57;10.381,43;14.618,57;10.381,43;14.618,57;10.381,43;0,00;0,00;-14.618,57;25.000,00;14.618,57
02.01.721.0829;Λοιπές ματαφορές;81.540,00;0,00;81.540,00;46.997,70;34.542,30;46.997,70;34.542,30;45.497,70;36.042,30;45.497,70;36.042,30;0,00;0,00;-46.997,70;81.540,00;46.997,70
02.01.721.0829.α;Λοιπές μεταφορές;80.000,00;0,00;80.000,00;46.997,70;33.002,30;46.997,70;33.002,30;45.497,70;34.502,30;45.497,70;34.502,30;0,00;0,00;-46.997,70;80.000,00;46.997,70
02.01.721.0829.δ.λ;Λοιπές μεταφορές;1.540,00;0,00;1.540,00;0,00;1.540,00;0,00;1.540,00;0,00;1.540,00;0,00;1.540,00;0,00;0,00;0,00;1.540,00;0,00
02.01.721.0830;Υδρευση, ηλεκτρική ενέργεια, καθαριότητα κλπ;380.000,00;326.550,79;706.550,79;385.304,05;321.246,74;385.213,00;321.337,79;384.238,41;322.312,38;384.238,41;322.312,38;0,00;0,00;-385.213,00;706.550,79;385.304,05
02.01.721.0831;Υδρευση και άρδευση;30.000,00;26.550,79;56.550,79;20.238,78;36.312,01;20.147,73;36.403,06;20.147,73;36.403,06;20.147,73;36.403,06;0,00;0,00;-20.147,73;56.550,79;20.238,78
02.01.721.0831.α;Υδρευση και άρδευση;30.000,00;26.550,79;56.550,79;20.238,78;36.312,01;20.147,73;36.403,06;20.147,73;36.403,06;20.147,73;36.403,06;0,00;0,00;-20.147,73;56.550,79;20.238,78
02.01.721.0832;Ηλεκτρική ενέργεια;250.000,00;200.000,00;450.000,00;303.203,85;146.796,15;303.203,85;146.796,15;302.796,12;147.203,88;302.796,12;147.203,88;0,00;0,00;-303.203,85;450.000,00;303.203,85
02.01.721.0832.α;Ηλεκτρική ενέργεια;250.000,00;200.000,00;450.000,00;303.203,85;146.796,15;303.203,85;146.796,15;302.796,12;147.203,88;302.796,12;147.203,88;0,00;0,00;-303.203,85;450.000,00;303.203,85
02.01.721.0833;Φυσικό αέριο;100.000,00;100.000,00;200.000,00;61.861,42;138.138,58;61.861,42;138.138,58;61.294,56;138.705,44;61.294,56;138.705,44;0,00;0,00;-61.861,42;200.000,00;61.861,42
02.01.721.0833.α;Φυσικό αέριο;100.000,00;100.000,00;200.000,00;61.861,42;138.138,58;61.861,42;138.138,58;61.294,56;138.705,44;61.294,56;138.705,44;0,00;0,00;-61.861,42;200.000,00;61.861,42
02.01.721.0840;Δημοσιεύσεις,εκδόσεις και λοιπές δαπάνες δημοσίων σχέσεων;530.604,56;90.000,00;620.604,56;50.848,95;569.755,61;50.969,48;569.635,08;50.679,95;569.924,61;50.618,70;569.985,86;61,25;0,00;-50.969,48;620.604,56;50.848,95
02.01.721.0841;Διαφημίσεις και δημοσιεύσεις γενικά;10.000,00;40.000,00;50.000,00;3.773,23;46.226,77;3.819,41;46.180,59;3.604,23;46.395,77;3.604,23;46.395,77;0,00;0,00;-3.819,41;50.000,00;3.773,23
02.01.721.0841.α;Διαφημίσεις και δημοσιεύσεις γενικά;10.000,00;40.000,00;50.000,00;3.773,23;46.226,77;3.819,41;46.180,59;3.604,23;46.395,77;3.604,23;46.395,77;0,00;0,00;-3.819,41;50.000,00;3.773,23
02.01.721.0843;Εκδόσεις-Εκτυπώσεις-Βιβλιοδεσία (περιλαμβάνεται και η προμήθεια χάρτου);50.000,00;20.000,00;70.000,00;7.376,73;62.623,27;7.315,48;62.684,52;7.376,73;62.623,27;7.315,48;62.684,52;61,25;0,00;-7.315,48;70.000,00;7.376,73
02.01.721.0843.α;Εκδόσεις-Εκτυπώσεις-Βιβλιοδεσία (περιλαμβάνεται και η προμήθεια χάρτου);50.000,00;20.000,00;70.000,00;7.376,73;62.623,27;7.315,48;62.684,52;7.376,73;62.623,27;7.315,48;62.684,52;61,25;0,00;-7.315,48;70.000,00;7.376,73
02.01.721.0844;Εκθέσεις, οργάνωση συνεδρίων και πολιτιστικών εκδηλώσεων;420.604,56;0,00;420.604,56;15.431,14;405.173,42;15.431,14;405.173,42;15.431,14;405.173,42;15.431,14;405.173,42;0,00;0,00;-15.431,14;420.604,56;15.431,14
02.01.721.0844.α;Εκθέσεις, οργάνωση συνεδρίων και πολιτιστικών εκδηλώσεων;200.000,00;0,00;200.000,00;15.431,14;184.568,86;15.431,14;184.568,86;15.431,14;184.568,86;15.431,14;184.568,86;0,00;0,00;-15.431,14;200.000,00;15.431,14
02.01.721.0844.δ;Εκθέσεις, οργάνωση συνεδρίων και πολιτιστικών εκδηλώσεων;220.604,56;0,00;220.604,56;0,00;220.604,56;0,00;220.604,56;0,00;220.604,56;0,00;220.604,56;0,00;0,00;0,00;220.604,56;0,00
02.01.721.0845;Κάθε είδους δαπάνες Δημοσίων Σχέσεων;50.000,00;30.000,00;80.000,00;24.267,85;55.732,15;24.403,45;55.596,55;24.267,85;55.732,15;24.267,85;55.732,15;0,00;0,00;-24.403,45;80.000,00;24.267,85
02.01.721.0845.α;Κάθε είδους δαπάνες Δημοσίων Σχέσεων;50.000,00;30.000,00;80.000,00;24.267,85;55.732,15;24.403,45;55.596,55;24.267,85;55.732,15;24.267,85;55.732,15;0,00;0,00;-24.403,45;80.000,00;24.267,85
02.01.721.0850;Αμοιβές για συντήρηση και επισκευή μόνιμων εγκαταστάσεων ιδιοκτησία του δημοσίου ή μισθωμένων;65.000,00;0,00;65.000,00;0,00;65.000,00;0,00;65.000,00;0,00;65.000,00;0,00;65.000,00;0,00;0,00;0,00;65.000,00;0,00
02.01.721.0851;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.01.721.0851.α;Αμοιβές για συντήρηση και επισκευή κτιρίων γενικά, εγκαταστάσεων στρατωνισμού, ελλιμενισμού, αερολιμένων και λοιπών μόνιμων εγκαταστάσεων;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;50.000,00;0,00;0,00;0,00;50.000,00;0,00
02.01.721.0856;Φιλοξενίες- Δεξιώσεις;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.721.0856.δ;Φιλοξενίες Δεξιώσεις;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;15.000,00;0,00;0,00;0,00;15.000,00;0,00
02.01.721.0860;Αμοιβές για συντήρηση και επισκευή μηχανικού και λοιπού εξοπλισμού;90.000,00;65.000,00;155.000,00;38.843,44;116.156,56;26.431,94;128.568,06;26.431,94;128.568,06;26.431,94;128.568,06;0,00;0,00;-26.431,94;155.000,00;38.843,44
02.01.721.0861;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;20.000,00;15.000,00;35.000,00;18.467,40;16.532,60;6.055,90;28.944,10;6.055,90;28.944,10;6.055,90;28.944,10;0,00;0,00;-6.055,90;35.000,00;18.467,40
02.01.721.0861.α;Αμοιβές για συντήρηση και επισκευή μεταφορικών μέσων ξηράς γενικά;20.000,00;15.000,00;35.000,00;18.467,40;16.532,60;6.055,90;28.944,10;6.055,90;28.944,10;6.055,90;28.944,10;0,00;0,00;-6.055,90;35.000,00;18.467,40
02.01.721.0869;Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλισμού;70.000,00;50.000,00;120.000,00;20.376,04;99.623,96;20.376,04;99.623,96;20.376,04;99.623,96;20.376,04;99.623,96;0,00;0,00;-20.376,04;120.000,00;20.376,04
02.01.721.0869.α;Αμοιβές για συντήρηση και επισκευή λοιπού εξοπλισμού;70.000,00;50.000,00;120.000,00;20.376,04;99.623,96;20.376,04;99.623,96;20.376,04;99.623,96;20.376,04;99.623,96;0,00;0,00;-20.376,04;120.000,00;20.376,04
02.01.721.0870;Αμοιβές όσων εκτελούν ειδικές υπηρεσίες;1.510.000,00;1.344.225,00;2.854.225,00;1.816.751,26;1.037.473,74;1.775.979,69;1.078.245,31;1.772.639,69;1.081.585,31;1.772.639,69;1.081.585,31;0,00;0,00;-1.775.979,69;2.854.225,00;1.816.751,26
02.01.721.0871;Αμοιβές Φυσικών προσώπων;1.055.000,00;1.325.200,00;2.380.200,00;1.510.823,20;869.376,80;1.514.163,20;866.036,80;1.510.823,20;869.376,80;1.510.823,20;869.376,80;0,00;0,00;-1.514.163,20;2.380.200,00;1.510.823,20
02.01.721.0871.α;Αμοιβές Φυσικών προσώπων;40.000,00;0,00;40.000,00;3.493,20;36.506,80;3.493,20;36.506,80;3.493,20;36.506,80;3.493,20;36.506,80;0,00;0,00;-3.493,20;40.000,00;3.493,20
02.01.721.0871.β;Αμοιβές Φυσικών προσώπων;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;100.000,00;0,00;0,00;0,00;100.000,00;0,00
02.01.721.0871.δ;Αμοιβές Φυσικών προσώπων;915.000,00;1.325.200,00;2.240.200,00;1.507.330,00;732.870,00;1.510.670,00;729.530,00;1.507.330,00;732.870,00;1.507.330,00;732.870,00;0,00;0,00;-1.510.670,00;2.240.200,00;1.507.330,00
02.01.721.0873;Αμοιβές Νομικών Προσώπων;60.000,00;19.025,00;79.025,00;12.493,61;66.531,39;12.493,61;66.531,39;12.493,61;66.531,39;12.493,61;66.531,39;0,00;0,00;-12.493,61;79.025,00;12.493,61
02.01.721.0873.α;Αμοιβές Νομικών Προσώπων;60.000,00;19.025,00;79.025,00;12.493,61;66.531,39;12.493,61;66.531,39;12.493,61;66.531,39;12.493,61;66.531,39;0,00;0,00;-12.493,61;79.025,00;12.493,61
02.01.721.0875;Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνονται φυσικά και νομικά πρόσωπα);395.000,00;0,00;395.000,00;293.434,45;101.565,55;249.322,88;145.677,12;249.322,88;145.677,12;249.322,88;145.677,12;0,00;0,00;-249.322,88;395.000,00;293.434,45
02.01.721.0875.α;Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνονται φυσικά και νομικά πρόσωπα);100.000,00;0,00;100.000,00;724,47;99.275,53;724,47;99.275,53;724,47;99.275,53;724,47;99.275,53;0,00;0,00;-724,47;100.000,00;724,47
02.01.721.0875.β;Αμοιβές για δαπάνες καθαριότητας (συμπεριλαμβάνονται φυσικά και νομικά πρόσωπα);295.000,00;0,00;295.000,00;292.709,98;2.290,02;248.598,41;46.401,59;248.598,41;46.401,59;248.598,41;46.401,59;0,00;0,00;-248.598,41;295.000,00;292.709,98
02.01.721.0880;Αμοιβές για εκπαίδευση;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0881;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0881.α;Αμοιβές για εκπαίδευση, μετεκπαίδεση, επιμόρφωση;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00;0,00
02.01.721.0890;Ειδικές αμοιβές και λοιπές δαπάνες;700.000,00;891.720,00;1.591.720,00;639.765,65;951.954,35;552.160,78;1.039.559,22;430.675,35;1.161.044,65;392.333,35;1.199.386,65;38.342,00;0,00;-552.160,78;1.591.720,00;639.765,65
02.01.721.0892;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων;500.000,00;735.000,00;1.235.000,00;475.562,63;759.437,37;450.765,09;784.234,91;292.988,89;942.011,11;292.988,89;942.011,11;0,00;0,00;-450.765,09;1.235.000,00;475.562,63
02.01.721.0892.α;Πάσης φύσεως δαπάνες σε εκτέλεση δικαστικών αποφάσεων ή συμβιβαστικών πράξεων;500.000,00;735.000,00;1.235.000,00;475.562,63;759.437,37;450.765,09;784.234,91;292.988,89;942.011,11;292.988,89;942.011,11;0,00;0,00;-450.765,09;1.235.000,00;475.562,63
02.01.721.0899;Λοιπές ειδικές αμοιβές;200.000,00;156.720,00;356.720,00;164.203,02;192.516,98;101.395,69;255.324,31;137.686,46;219.033,54;99.344,46;257.375,54;38.342,00;0,00;-101.395,69;356.720,00;164.203,02
02.01.721.0899.α;;200.000,00;156.720,00;356.720,00;164.203,02;192.516,98;101.395,69;255.324,31;137.686,46;219.033,54;99.344,46;257.375,54;38.342,00;0,00;-101.395,69;356.720,00;164.203,02
02.01.721.1000;Προμήθειες αγαθών και κεφαλαιακού εξοπλισμού;1.326.352,00;483.775,00;1.810.127,00;688.393,64;1.121.733,36;484.858,47;1.325.268,53;499.309,26;1.310.817,74;481.309,26;1.328.817,74;18.000,00;0,00;-484.858,47;1.810.127,00;688.393,64
02.01.721.1100;Προμήθεια ειδών εξοπλισμού υπηρεσιών, εργαστηρίων, κλπ.;257.000,00;10.000,00;267.000,00;38.539,60;228.460,40;38.539,60;228.460,40;38.539,60;228.460,40;38.539,60;228.460,40;0,00;0,00;-38.539,60;267.000,00;38.539,60
02.01.721.1110;Προμήθεια ειδών γραφικής ύλης, υλικών εκτύπωσεις και μικροεξοπισμού;252.000,00;10.000,00;262.000,00;38.234,60;223.765,40;38.234,60;223.765,40;38.234,60;223.765,40;38.234,60;223.765,40;0,00;0,00;-38.234,60;262.000,00;38.234,60
02.01.721.1111;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;252.000,00;10.000,00;262.000,00;38.234,60;223.765,40;38.234,60;223.765,40;38.234,60;223.765,40;38.234,60;223.765,40;0,00;0,00;-38.234,60;262.000,00;38.234,60
02.01.721.1111.α;Προμήθεια χαρτιού, γραφικών ειδών, κλπ, συναφών υλικών;252.000,00;10.000,00;262.000,00;38.234,60;223.765,40;38.234,60;223.765,40;38.234,60;223.765,40;38.234,60;223.765,40;0,00;0,00;-38.234,60;262.000,00;38.234,60
02.01.721.1120;Προμήθεια έντυπου υλικού;5.000,00;0,00;5.000,00;305,00;4.695,00;305,00;4.695,00;305,00;4.695,00;305,00;4.695,00;0,00;0,00;-305,00;5.000,00;305,00
02.01.721.1121;Προμήθεια βιβλίων, συγγραμμάτων, περιοδικών, εφημερίδων και λοιπών συναφών εκδόσεων;5.000,00;0,00;5.000,00;305,00;4.695,00;305,00;4.695,00;305,00;4.695,00;305,00;4.695,00;0,00;0,00;-305,00;5.000,00;305,00
02.01.721.1121.α;Προμήθεια βιβλίων, συγγραμμάτων, περιοδικών, εφημερίδων και λοιπών συναφών εκδόσεων;5.000,00;0,00;5.000,00;305,00;4.695,00;305,00;4.695,00;305,00;4.695,00;305,00;4.695,00;0,00;0,00;-305,00;5.000,00;305,00
02.01.721.1200;Προμήθεια υγειονομικού, φαρμακευτικού υλικού και ειδών καθαριότητας;85.000,00;50.000,00;135.000,00;57.226,01;77.773,99;40.200,36;94.799,64;40.200,36;94.799,64;40.200,36;94.799,64;0,00;0,00;-40.200,36;135.000,00;57.226,01
02.01.721.1210;Προμήθεια υγειονομικών, φαρμακευτικών και ορθοπεδικών ειδών;50.000,00;40.000,00;90.000,00;37.226,01;52.773,99;37.226,01;52.773,99;37.226,01;52.773,99;37.226,01;52.773,99;0,00;0,00;-37.226,01;90.000,00;37.226,01
02.01.721.1211;Προμήθεια υγειονομικού και φαρμακευτικού υλικού;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.1211.α;Προμήθεια υγειονομικού και φαρμακευτικού υλικού;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00;0,00
02.01.721.1214;Προμήθεια κτηνιατρικού υλικού;40.000,00;40.000,00;80.000,00;37.226,01;42.773,99;37.226,01;42.773,99;37.226,01;42.773,99;37.226,01;42.773,99;0,00;0,00;-37.226,01;80.000,00;37.226,01
02.01.721.1214.α;Προμήθεια κτηνιατρικού υλικού;40.000,00;40.000,00;80.000,00;37.226,01;42.773,99;37.226,01;42.773,99;37.226,01;42.773,99;37.226,01;42.773,99;0,00;0,00;-37.226,01;80.000,00;37.226,01
02.01.721.1230;Προμήθεια ειδών καθαριότητας;25.000,00;20.000,00;45.000,00;20.000,00;25.000,00;2.974,35;42.025,65;2.974,35;42.025,65;2.974,35;42.025,65;0,00;0,00;-2.974,35;45.000,00;20.000,00
02.01.721.1231;Προμήθεια ειδών καθαριότητας;25.000,00;20.000,00;45.000,00;20.000,00;25.000,00;2.974,35;42.025,65;2.974,35;42.025,65;2.974,35;42.025,65;0,00;0,00;-2.974,35;45.000,00;20.000,00
02.01.721.1231.α;Προμήθεια ειδών καθαριότητας;25.000,00;20.000,00;45.000,00;20.000,00;25.000,00;2.974,35;42.025,65;2.974,35;42.025,65;2.974,35;42.025,65;0,00;0,00;-2.974,35;45.000,00;20.000,00
02.01.721.1290;Προμήθεια ηλεκτρικών λαμπτήρων;10.000,00;-10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.721.1292;Προμήθεια ηλεκτρικών λαμπτήρων;10.000,00;-10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
02.01.721.1292.α;Προμήθεια ηλεκτρικών λαμπτήρων;10.000,00;-10.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
